iter	Passed	Remaining
423	1786245	2426597
424	1789965	2421717
425	1794397	2417802
426	1798298	2413173
427	1802412	2408831
428	1805959	2403736
429	1809813	2399054
430	1814249	2395146
431	1818071	2390426
432	1822400	2386376
433	1826244	2381692
434	1830313	2377304
435	1834207	2372690
436	1838439	2368515
437	1842297	2363861
438	1846528	2359686
439	1851311	2356214
440	1854961	2351299
441	1858519	2346275
442	1862408	2341673
443	1866641	2337506
444	1870593	2332987
445	1874145	2327974
446	1878327	2323747
447	1882193	2319131
448	1886335	2314857
449	1890303	2310370
450	1894211	2305813
451	1898048	2301173
452	1901553	2296136
453	1905534	2291678
454	1910350	2288221
455	1914279	2283701
456	1918076	2279027
457	1922688	2275321
458	1927456	2271795
459	1931889	2267870
460	1936621	2264293
461	1940467	2259678
462	1944688	2255502
463	1949094	2251539
464	1954017	2248170
465	1958931	2244783
466	1962821	2240222
467	1966415	2235326
468	1970390	2230868
469	1974319	2226360
470	1978506	2222143
471	1982513	2217727
472	1986533	2213326
473	1991170	2209611
474	1995872	2205964
475	2000002	2201683
476	2003875	2197121
477	2007838	2192659
478	2011757	2188154
479	2016332	2184360
480	2020483	2180105
481	2024807	2176037
482	2029390	2172246
483	2033617	2168071
484	2037214	2163227
485	2041637	2159262
486	2045817	2155039
487	2049877	2150690
488	2054289	2146711
489	2058213	2142221
490	2062223	2137824
491	2066007	2133194
492	2070220	2129009
493	2074475	2124867
494	2078551	2120542
495	2082557	2116147
496	2086714	2111905
497	2091010	2107805
498	2095085	2103482
499	2099747	2099747
500	2104122	2095722
501	2108147	2091349
502	2112256	2087060
503	2117091	2083487
504	2120830	2078833
505	2125203	2074803
506	2130243	2071420
507	2134380	2067156
508	2137820	2062219
509	2141904	2057908
510	2146848	2054420
511	2151110	2050276
512	2155333	2046096
513	2159580	2041937
514	2163514	2037484
515	2167297	2032891
516	2172243	2029387
517	2177391	2026067
518	2181360	2021646
519	2185458	2017346
520	2189618	2013104
521	2193626	2008723
522	2197868	2004557
523	2201710	2000026
524	2205218	1995197
525	2208812	1990450
526	2212842	1986099
527	2216710	1981605
528	2220386	1976941
529	2224702	1972849
530	2228520	1968316
531	2232015	1963502
532	2236173	1959273
533	2240577	1955260
534	2245111	1951358
535	2248652	1946594
536	2252543	1942136
537	2256735	1937939
538	2261426	1934169
539	2266006	1930302
540	2269947	1925889
541	2273969	1921546
542	2278144	1917333
543	2281775	1912664
544	2286103	1908581
545	2290047	1904178
546	2294052	1899828
547	2297634	1895129
548	2302359	1891373
549	2306445	1887092
550	2309919	1882312
551	2313845	1877903
552	2317919	1873616
553	2321985	1869323
554	2326093	1865066
555	2329785	1860476
556	2333331	1855773
557	2337513	1851578
558	2341886	1847535
559	2346196	1843439
560	2350449	1839300
561	2354867	1835288
562	2359354	1831328
563	2363161	1826840
564	2367290	1822604
565	2371746	1818618
566	2375701	1814247
567	2379361	1809655
568	2383540	1805458
569	2387260	1800915
570	2391560	1796811
571	2396378	1793094
572	2400877	1789135
573	2405359	1785162
574	2409159	1780683
575	2413109	1776317
576	2417125	1772000
577	2420857	1767477
578	2425059	1763298
579	2429159	1759046
580	2433175	1754733
581	2437484	1750632
582	2441489	1746314
583	2445147	1741748
584	2449593	1737745
585	2453272	1733199
586	2457171	1728810
587	2461755	1724903
588	2466030	1720778
589	2469599	1716162
590	2473588	1711840
591	2477956	1707781
592	2481931	1703450
593	2485727	1698999
594	2490265	1695054
595	2493735	1690384
596	2498357	1686495
597	2501798	1681811
598	2505501	1677305
599	2509221	1672814
600	2513145	1668460
601	2517257	1664233
602	2520977	1659748
603	2525479	1655777
604	2529377	1651412
605	2533666	1647301
606	2538433	1643499
607	2543115	1639640
608	2547233	1635416
609	2550981	1630955
610	2555022	1626683
611	2558741	1622208
612	2563196	1618200
613	2566927	1613736
614	2570760	1609337
615	2574728	1605025
616	2578782	1600767
617	2583438	1596882
618	2587787	1592806
619	2592168	1588748
620	2596147	1584444
621	2599733	1579902
622	2603392	1575407
623	2607451	1571156
624	2611344	1566806
625	2615151	1562407
626	2619966	1558608
627	2624640	1554723
628	2629325	1550842
629	2633333	1546560
630	2636974	1542066
631	2641486	1538080
632	2645566	1533843
633	2649364	1529444
634	2653861	1525448
635	2657796	1521128
636	2661697	1516791
637	2665754	1512544
638	2669273	1507993
639	2673872	1504053
640	2677536	1499587
641	2681332	1495198
642	2686229	1491421
643	2690159	1487106
644	2694186	1482847
645	2698312	1478641
646	2702100	1474252
647	2706405	1470145
648	2710272	1465802
649	2714287	1461539
650	2718914	1457605
651	2723404	1453596
652	2727935	1449607
653	2732020	1445380
654	2736356	1441287
655	2739775	1436711
656	2743909	1432512
657	2747966	1428274
658	2751935	1423990
659	2755876	1419694
660	2760127	1415557
661	2764405	1411433
662	2769181	1407562
663	2772685	1403045
664	2777041	1398960
665	2780915	1394633
666	2784769	1390297
667	2788806	1386053
668	2793115	1381945
669	2797241	1377745
670	2801068	1373400
671	2804917	1369066
672	2809534	1365108
673	2813911	1361031
674	2818078	1356852
675	2822101	1352604
676	2826210	1348398
677	2829764	1343929
678	2833703	1339644
679	2837084	1335098
680	2841257	1330926
681	2845840	1326946
682	2850074	1322801
683	2853609	1318334
684	2857867	1314201
685	2861913	1309972
686	2865705	1305626
687	2869642	1301349
688	2874325	1297409
689	2878613	1293290
690	2882274	1288889
691	2886551	1284765
692	2890860	1280655
693	2895006	1276472
694	2899172	1272298
695	2902939	1267950
696	2907046	1263751
697	2911122	1259540
698	2915650	1255523
699	2920087	1251465
700	2924493	1247394
701	2928517	1243159
702	2932377	1238856
703	2936198	1234538
704	2940498	1230421
705	2944332	1226110
706	2948551	1221959
707	2952459	1217681
708	2957096	1213702
709	2961040	1209439
710	2965214	1205270
711	2969024	1200953
712	2972957	1196688
713	2976851	1192408
714	2981303	1188351
715	2985963	1184376
716	2989684	1180028
717	2994071	1175944
718	2998564	1171900
719	3002422	1167608
720	3006430	1163376
721	3010359	1159113
722	3014305	1154858
723	3018455	1150681
724	3022696	1146539
725	3026171	1142108
726	3029881	1137768
727	3033973	1133572
728	3038274	1129454
729	3043080	1125522
730	3047191	1121333
731	3051124	1117078
732	3055700	1113058
733	3059504	1108757
734	3063236	1104432
735	3067080	1100148
736	3071396	1096034
737	3075937	1091999
738	3080668	1088030
739	3084447	1083724
740	3088554	1079535
741	3093140	1075512
742	3097479	1071402
743	3101172	1067070
744	3105392	1062919
745	3110025	1058909
746	3114094	1054706
747	3117782	1050375
748	3122098	1046257
749	3126771	1042257
750	3131127	1038149
751	3135074	1033907
752	3139448	1029805
753	3144328	1025868
754	3148515	1021703
755	3152792	1017568
756	3156744	1013327
757	3160215	1008934
758	3164353	1004755
759	3168188	1000480
760	3172418	996331
761	3176500	992135
762	3180769	987997
763	3184753	983772
764	3189486	979776
765	3193782	975646
766	3197774	971423
767	3201916	967245
768	3207063	963370
769	3211117	959165
770	3215412	955031
771	3219059	950706
772	3223746	946688
773	3228382	942654
774	3233336	938710
775	3237482	934531
776	3242049	930472
777	3246189	926290
778	3250304	922101
779	3255017	918081
780	3259037	913865
781	3263367	909736
782	3267418	905529
783	3271426	901311
784	3275113	897005
785	3278752	892688
786	3282447	888387
787	3286646	884224
788	3291629	880270
789	3295706	876073
790	3299563	871818
791	3303757	867653
792	3307923	863480
793	3312651	859453
794	3316383	855168
795	3320635	851017
796	3325067	846911
797	3328996	842678
798	3333285	838536
799	3337369	834342
800	3342162	830324
801	3346332	826151
802	3350882	822072
803	3354834	817845
804	3359561	813806
805	3363275	809522
806	3367143	805277
807	3371198	801076
808	3375308	796889
809	3378840	792567
810	3382811	788349
811	3386427	784049
812	3390048	779752
813	3394658	775683
814	3398407	771417
815	3402040	767126
816	3405527	762804
817	3409373	758564
818	3413135	754307
819	3416860	750042
820	3421643	746010
821	3425668	741811
822	3429887	737655
823	3433312	733328
824	3437387	729142
825	3442459	725166
826	3446704	721015
827	3451256	716927
828	3455755	712827
829	3459107	708491
830	3462903	704248
831	3466358	699937
832	3470181	695702
833	3475218	691710
834	3479202	687507
835	3483127	683292
836	3487182	679104
837	3491440	674956
838	3495143	670700
839	3498728	666424
840	3502902	662260
841	3506546	657998
842	3510515	653797
843	3513827	649475
844	3519018	645500
845	3523515	641396
846	3527507	637200
847	3532082	633109
848	3536237	628942
849	3540090	624721
850	3544520	620603
851	3548862	616469
852	3553802	612437
853	3557639	608214
854	3561728	604035
855	3565815	599856
856	3569689	595642
857	3574470	591579
858	3578425	587378
859	3582977	583275
860	3587450	579158
861	3591445	574964
862	3595298	570748
863	3599441	566578
864	3603698	562426
865	3607368	558183
866	3611461	554007
867	3615429	549811
868	3619252	545595
869	3623846	541494
870	3628788	537444
871	3633526	533361
872	3637234	529128
873	3641046	524910
874	3645149	520735
875	3649130	516543
876	3652665	512289
877	3656556	508086
878	3660947	503952
879	3665266	499809
880	3668976	495582
881	3672786	491370
882	3677421	487268
883	3681286	483064
884	3685212	478869
885	3689820	474762
886	3694556	470670
887	3698501	466477
888	3702701	462317
889	3707292	458204
890	3711050	453989
891	3715257	449829
892	3718785	445587
893	3722542	441375
894	3726685	437208
895	3730843	433044
896	3734908	428869
897	3739126	424711
898	3743826	420607
899	3748334	416481
900	3752039	412266
901	3755675	408044
902	3759814	403878
903	3764442	399763
904	3768621	395601
905	3772710	391429
906	3776758	387253
907	3781110	383108
908	3784786	378894
909	3788845	374720
910	3793265	370582
911	3797104	366387
912	3801304	362227
913	3805906	358104
914	3809849	353920
915	3813829	349739
916	3817905	345568
917	3821608	341363
918	3825822	337205
919	3829652	333013
920	3833589	328831
921	3837770	324670
922	3841648	320484
923	3845095	316263
924	3849160	312094
925	3852477	307865
926	3857193	303748
927	3861568	299604
928	3865620	295434
929	3870499	291327
930	3874511	287154
931	3877969	282941
932	3882141	278781
933	3886633	274644
934	3890348	270452
935	3894550	266294
936	3898708	262133
937	3902163	257925
938	3906536	253779
939	3910259	249591
940	3914584	245441
941	3918767	241282
942	3922689	237108
943	3926719	232941
944	3930149	228738
945	3933594	224539
946	3937255	220353
947	3940703	216156
948	3944489	211979
949	3948966	207840
950	3952820	203667
951	3956577	199491
952	3961098	195353
953	3965064	191187
954	3969344	187037
955	3973211	182867
956	3977194	178703
957	3981024	174533
958	3984405	170344
959	3988001	166166
960	3991787	161997
961	3996040	157847
962	4000421	153702
963	4004775	149555
964	4008705	145393
965	4012899	141240
966	4016356	137062
967	4020432	132906
968	4024597	128753
969	4029454	124622
970	4033737	120472
971	4037219	116298
972	4041624	112151
973	4046723	108023
974	4050741	103865
975	4054861	99709
976	4059097	95557
977	4063812	91415
978	4067739	87254
979	4072774	83117
980	4077691	78976
981	4081808	74819
982	4086323	70668
983	4090158	66506
984	4094665	62355
985	4098766	58197
986	4102566	54035
987	4106671	49878
988	4110476	45718
989	4114804	41563
990	4119093	37408
991	4122939	33249
992	4127188	29093
993	4131366	24937
994	4135116	20779
995	4138903	16622
996	4142335	12464
997	4146394	8309
998	4151420	4155
999	4155994	0
