iter	Logloss
288	0.6100387851
289	0.6100160487
290	0.6099986624
291	0.6099649735
292	0.609950902
293	0.6098930238
294	0.6098662233
295	0.6098369747
296	0.6098247724
297	0.6098129429
298	0.6097840908
299	0.60975265
300	0.609727419
301	0.6097024152
302	0.6096732924
303	0.6096458394
304	0.60962138
305	0.6095908118
306	0.6095729619
307	0.6095502739
308	0.609533895
309	0.6095168172
310	0.6094916114
311	0.6094679649
312	0.6094557935
313	0.6094402953
314	0.6093929886
315	0.6093795929
316	0.6093671881
317	0.609329189
318	0.6093025445
319	0.6092907756
320	0.6092771294
321	0.6092484287
322	0.6092318767
323	0.6092159841
324	0.6091888471
325	0.6091656167
326	0.6091268926
327	0.6091074679
328	0.6090936644
329	0.6090659456
330	0.6090507145
331	0.6090367975
332	0.6090211375
333	0.6089825217
334	0.6089540016
335	0.6089251826
336	0.6089066911
337	0.6088767137
338	0.6088622779
339	0.6088513415
340	0.6088313278
341	0.60881924
342	0.6087908955
343	0.6087770458
344	0.6087604459
345	0.6087357896
346	0.6087121218
347	0.6086990384
348	0.6086816521
349	0.6086499656
350	0.6086358108
351	0.6086083032
352	0.6085811856
353	0.6085668349
354	0.608545659
355	0.6085286171
356	0.6085116016
357	0.6084939192
358	0.6084784518
359	0.6084629033
360	0.6084482805
361	0.6084195495
362	0.6083993517
363	0.6083785344
364	0.6083672976
365	0.6083356755
366	0.6083099479
367	0.6082996271
368	0.6082829448
369	0.6082675535
370	0.6082424517
371	0.6082138857
372	0.6081964739
373	0.6081775498
374	0.6081521747
375	0.6081148661
376	0.6080907296
377	0.6080719681
378	0.6080517747
379	0.6080238331
380	0.6080129757
381	0.607986971
382	0.6079702864
383	0.607926441
384	0.6079126083
385	0.6078892226
386	0.6078668544
387	0.6078371446
388	0.6078044829
389	0.6077906337
390	0.6077736319
391	0.6077550711
392	0.6077101424
393	0.6076824041
394	0.6076685668
395	0.6076518608
396	0.6076251583
397	0.6076147447
398	0.6075978381
399	0.6075842542
400	0.6075661495
401	0.6075453654
402	0.6075172147
403	0.6075067795
404	0.6074954348
405	0.6074768462
406	0.6074619883
407	0.6074160021
408	0.6073956053
409	0.6073883455
410	0.6073675057
411	0.6073447598
412	0.60733497
413	0.6073169871
414	0.6073057861
415	0.6072931391
416	0.6072779034
417	0.607235236
418	0.6072234843
419	0.60719906
420	0.6071839004
421	0.6071657682
422	0.6071506507
423	0.6071433157
424	0.6071256701
425	0.6071098014
426	0.6070929181
427	0.6070798882
428	0.6070639826
429	0.6070544861
430	0.6070296471
431	0.6070168916
432	0.6069909358
433	0.6069659491
434	0.6069538741
435	0.6069424834
436	0.6069285871
437	0.6069152248
438	0.6068976244
439	0.6068818027
440	0.6068731501
441	0.6068625332
442	0.6068495599
443	0.6068336334
444	0.6068210431
445	0.6068134967
446	0.6068028594
447	0.6067826652
448	0.6067681778
449	0.6067573045
450	0.6067461211
451	0.6067348267
452	0.6067230632
453	0.6067125697
454	0.6066963021
455	0.606682156
456	0.6066655433
457	0.6066458547
458	0.6066165313
459	0.6066017242
460	0.6065816143
461	0.606558492
462	0.6065490897
463	0.606490859
464	0.6064668226
465	0.6064346249
466	0.606426698
467	0.6064177189
468	0.6064072876
469	0.6064014159
470	0.6063872248
471	0.6063746059
472	0.606362511
473	0.6063464397
474	0.6063324908
475	0.6063190518
476	0.6063017136
477	0.6062881877
478	0.6062668171
479	0.6062548126
480	0.6062418645
481	0.6062283474
482	0.6062045282
483	0.6061950359
484	0.6061781528
485	0.6061643264
486	0.6061512344
487	0.6061308686
488	0.6061217965
489	0.6061022251
490	0.6060919015
491	0.6060864043
492	0.6060699721
493	0.6060604334
494	0.6060488041
495	0.6060371871
496	0.6060247154
497	0.606012234
498	0.6059992193
499	0.6059899578
500	0.6059830376
501	0.6059701162
502	0.6059586557
503	0.6059437356
504	0.6059323391
505	0.6059190532
506	0.6058757043
507	0.6058652893
508	0.6058581638
509	0.6058480824
510	0.60583462
511	0.6058246123
512	0.6058144093
513	0.6058012348
514	0.6057879291
515	0.6057801409
516	0.6057697103
517	0.6057518067
518	0.6057370173
519	0.6057270033
520	0.605719153
521	0.6057093403
522	0.6056875582
523	0.6056744595
524	0.6056692813
525	0.6056602294
526	0.6056422384
527	0.6056282221
528	0.6056142154
529	0.6056007779
530	0.6055892927
531	0.6055829495
532	0.6055753102
533	0.6055644038
534	0.6055555075
535	0.6055432694
536	0.6055291035
537	0.6055118133
538	0.6054986188
539	0.6054678496
540	0.6054565289
541	0.6054458017
542	0.6054382746
543	0.6054309748
544	0.6054235703
545	0.6054130955
546	0.6054046779
547	0.6053933445
548	0.6053814361
549	0.6053655036
550	0.6053561171
551	0.6053450495
552	0.6053378689
553	0.6053275115
554	0.6053108993
555	0.6053044659
556	0.6052958093
557	0.6052781593
558	0.6052633003
559	0.6052487925
560	0.6052350129
561	0.6052257623
562	0.6052130083
563	0.6051937951
564	0.6051854127
565	0.6051724478
566	0.6051668235
567	0.6051495511
568	0.6051334232
569	0.6051260306
570	0.6051063135
571	0.6050908028
572	0.6050768613
573	0.6050671716
574	0.6050543162
575	0.605043786
576	0.6050351738
577	0.6050236969
578	0.6050159877
579	0.6050007623
580	0.6049912525
581	0.6049772099
582	0.6049630847
583	0.6049535559
584	0.6049459196
585	0.6049362535
586	0.604911185
587	0.6048804502
588	0.6048717134
589	0.604864438
590	0.6048576858
591	0.604847789
592	0.6048375179
593	0.604829311
594	0.604815541
595	0.6048082681
596	0.6047865031
597	0.6047789727
598	0.6047741838
599	0.6047494124
600	0.604738936
601	0.6047292205
602	0.6047243482
603	0.604717973
604	0.6047124663
605	0.6047047809
606	0.6046366799
607	0.6046200591
608	0.604612909
609	0.6046037959
610	0.6045984601
611	0.6045941078
612	0.6045869911
613	0.6045775527
614	0.604573819
615	0.6045646173
616	0.6045547745
617	0.6045209176
618	0.6045124155
619	0.6044877769
620	0.6044782236
621	0.6044719163
622	0.6044644054
623	0.6044536262
624	0.6044462687
625	0.6044326361
626	0.6044183505
627	0.6044093933
628	0.6043997932
629	0.6043920072
630	0.6043836129
631	0.6043758053
632	0.6043679091
633	0.6043611286
634	0.6043444939
635	0.6043390019
636	0.60432899
637	0.604322002
638	0.60431668
639	0.6043032204
640	0.6042848551
641	0.6042748628
642	0.6042591853
643	0.6042506721
644	0.6042424077
645	0.6042310566
646	0.6042268324
647	0.6042211945
648	0.60421449
649	0.6042076945
650	0.6041974791
651	0.6041858205
652	0.6041699144
653	0.6041558491
654	0.6041498144
655	0.6041416917
656	0.6041346902
657	0.604120645
658	0.6041146166
659	0.6040967256
660	0.6040799412
661	0.6040679291
662	0.6040600079
663	0.6040546439
664	0.604045176
665	0.6040380027
666	0.604028826
667	0.6040200199
668	0.604012464
669	0.6040068676
670	0.6039992141
671	0.6039810057
672	0.6039664646
673	0.6039599993
674	0.6039504618
675	0.6039399109
676	0.6039308028
677	0.603919205
678	0.6039044666
679	0.6038990345
680	0.6038934871
681	0.6038807246
682	0.6038673513
683	0.6038563925
684	0.6038502245
685	0.6038427754
686	0.6038348657
687	0.603827508
688	0.6038086381
689	0.6038005969
690	0.6037950603
691	0.6037855375
692	0.6037752191
693	0.603766174
694	0.6037596298
695	0.6037510489
696	0.6037441779
697	0.6037315901
698	0.6037094482
699	0.6037028046
700	0.6036953856
701	0.6036905149
702	0.6036852526
703	0.6036790257
704	0.6036745261
705	0.6036665101
706	0.603644557
707	0.6036391006
708	0.6036309201
709	0.6036249159
710	0.6036191433
711	0.6036132103
712	0.603606338
713	0.6035979339
714	0.6035869817
715	0.6035758018
716	0.6035701246
717	0.6035633287
718	0.6035467348
719	0.603533979
720	0.6035243517
721	0.6035189925
722	0.6035090817
723	0.6035045158
724	0.6034991519
725	0.6034848489
726	0.6034767893
727	0.6034675882
728	0.6034588291
729	0.6034414337
730	0.6034362905
731	0.6034296929
732	0.6034202466
733	0.6034110983
734	0.6034068321
735	0.6034007326
736	0.6033942183
737	0.6033830685
738	0.6033755639
739	0.6033718851
740	0.6033628323
741	0.6033574712
742	0.6033500874
743	0.6033437401
744	0.6033313849
745	0.6033217754
746	0.6033136517
747	0.6033032743
748	0.6032947782
749	0.6032835698
750	0.6032755712
751	0.6032704434
752	0.6032597828
753	0.6032507944
754	0.6032424127
755	0.6032326666
756	0.6032264793
757	0.6032201842
758	0.6032149529
759	0.6032064868
760	0.6031945273
761	0.6031894159
762	0.6031834487
763	0.6031748842
764	0.603159718
765	0.603153867
766	0.6031402148
767	0.6031327645
768	0.6031283258
769	0.6031193128
770	0.6031114659
771	0.6031074757
772	0.6030596435
773	0.6030521586
774	0.603025032
775	0.6030176691
776	0.6029954763
777	0.6029898587
778	0.6029836094
779	0.6029712852
780	0.6029668131
781	0.6029594233
782	0.6029535642
783	0.6029429683
784	0.6029364443
785	0.6029250304
786	0.6029183638
787	0.6029086847
788	0.6028938619
789	0.6028880891
790	0.6028814406
791	0.6028734779
792	0.6028645904
793	0.6028534297
794	0.6028483059
795	0.60283807
796	0.6028271898
797	0.6028197826
798	0.6028111403
799	0.6028035194
800	0.6027968037
801	0.6027862751
802	0.6027819524
803	0.6027756801
804	0.6027441752
805	0.6027341119
806	0.6027288822
807	0.6027238113
808	0.6027183655
809	0.6027092307
810	0.602697842
811	0.6026916996
812	0.6026839185
813	0.6026740644
814	0.602667872
815	0.6026611029
816	0.6026574602
817	0.6026498506
818	0.6026450978
819	0.6026391624
820	0.6026292877
821	0.6026225971
822	0.6026152602
823	0.6026116852
824	0.6026067764
825	0.6025878643
826	0.6025801541
827	0.6025662464
828	0.6025596773
829	0.6025540975
830	0.602548853
831	0.6025442388
832	0.6025373501
833	0.6025286132
834	0.602522832
835	0.6025181071
836	0.6025047888
837	0.6024950668
838	0.6024840422
839	0.6024795581
840	0.6024632567
841	0.6024576068
842	0.6024510304
843	0.6024431962
844	0.6024362384
845	0.6024287046
846	0.602424208
847	0.6024197294
848	0.602412989
849	0.6024083305
850	0.6024019565
851	0.6023976803
852	0.6023847064
853	0.6023790549
854	0.6023749236
855	0.6023603256
856	0.6023562944
857	0.6023482608
858	0.6023438929
859	0.6023315238
860	0.602320799
861	0.6023169268
862	0.6023121264
863	0.6023072493
864	0.6023008308
865	0.602294862
866	0.6022880495
867	0.6022831842
868	0.6022705189
869	0.6022654939
870	0.6022590769
871	0.6022500329
872	0.6022462322
873	0.6022408647
874	0.6022337222
875	0.6022287085
876	0.6022222596
877	0.6022159443
878	0.6022070883
879	0.602155142
880	0.6021487304
881	0.6021438153
882	0.6021333628
883	0.6021292396
884	0.60212489
885	0.6021180751
886	0.6021101152
887	0.6021030254
888	0.6020970968
889	0.6020896419
890	0.602085495
891	0.6020783905
892	0.6020714058
893	0.602067894
894	0.6020608304
895	0.6020560781
896	0.6020452108
897	0.60204083
898	0.6020347917
899	0.6020283481
900	0.6020247887
901	0.6020203247
902	0.6020129849
903	0.6020069388
904	0.6020013702
905	0.6019939259
906	0.6019884985
907	0.6019767854
908	0.6019714653
909	0.6019655697
910	0.6019558853
911	0.6019356287
912	0.601924964
913	0.6019110115
914	0.6019018337
915	0.6018956457
916	0.6018896753
917	0.6018814665
918	0.6018759836
919	0.6018688713
920	0.6018612627
921	0.6018560307
922	0.6018458628
923	0.6018384981
924	0.6018321358
925	0.6018296344
926	0.6018215479
927	0.6018138524
928	0.601802921
929	0.6017891499
930	0.6017830536
931	0.6017807503
932	0.6017753026
933	0.6017660229
934	0.6017621301
935	0.6017554168
936	0.6017501047
937	0.6017350263
938	0.6017221465
939	0.6017177496
940	0.6017097248
941	0.6017051531
942	0.6017006074
943	0.6016968449
944	0.6016920195
945	0.6016887503
946	0.6016825637
947	0.601672488
948	0.6016677705
949	0.6016592278
950	0.6016485684
951	0.6016428857
952	0.6016366992
953	0.6016263071
954	0.6016114719
955	0.6016037283
956	0.6015964912
957	0.6015908285
958	0.6015880597
959	0.6015720415
960	0.6015684463
961	0.601552395
962	0.6015403213
963	0.601532391
964	0.6015272148
965	0.6015200908
966	0.6015161811
967	0.6015125459
968	0.6015061051
969	0.6014995609
970	0.6014895299
971	0.6014860522
972	0.6014676365
973	0.6014620139
974	0.6014546199
975	0.6014497903
976	0.6014441758
977	0.6014414009
978	0.601438056
979	0.6014317139
980	0.6014170411
981	0.60141348
982	0.6014072832
983	0.601404086
984	0.601394946
985	0.6013909851
986	0.6013877463
987	0.6013817817
988	0.6013768712
989	0.6013712536
990	0.6013669526
991	0.6013625919
992	0.601359504
993	0.6013488187
994	0.6013457498
995	0.601339957
996	0.6013279804
997	0.6013229751
998	0.6013159802
999	0.601311139
