lon,lat
-58.4330239815246,-34.605214741838004
-58.43580809823529,-34.6182685422713
-58.45743645799,-34.6128297812128
-58.432780926532004,-34.6043694370666
-58.43052542446079,-34.6195042295687
-58.4349433479819,-34.6084721257413
-58.4332484381295,-34.6070507603866
-58.432396695024394,-34.6255031952483
-58.437981361705106,-34.6089728538415
