,Unnamed: 0,property_type,place_name,state_name,lat-lon,price,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_per_m2,expenses,state_code,place_code,property_type_code
6418,34820,apartment,Barrio Norte,Capital Federal,"-34.5971649,-58.4017765",185000.0,185000.0,88.0,54.0,3425.925925925926,,0,22,1
6419,34821,apartment,Palermo Chico,Capital Federal,"-34.5770043,-58.4053058",395000.0,395000.0,90.0,82.0,4817.073170731707,,0,41,1
6420,34825,apartment,Recoleta,Capital Federal,"-34.580925,-58.4041108",620000.0,620000.0,148.0,148.0,4189.189189189189,,0,15,1
6421,34826,apartment,Recoleta,Capital Federal,"-34.5963995648,-58.3976210921",400000.0,400000.0,158.0,138.0,2898.5507246376815,,0,15,1
6422,34828,apartment,Parque Centenario,Capital Federal,"-34.6088377,-58.4315824",122000.0,122000.0,56.0,50.0,2440.0,,0,29,1
6423,34829,apartment,Caballito,Capital Federal,"-34.6088377,-58.4315824",122000.0,122000.0,56.0,50.0,2440.0,,0,9,1
6424,34839,apartment,Flores,Capital Federal,"-34.6147716,-58.4684216",85000.0,85000.0,30.0,30.0,2833.333333333333,,0,4,1
6425,34840,PH,Villa Lugano,Capital Federal,"-34.6667768,-58.4705493",210000.0,210000.0,170.0,170.0,1235.2941176470588,,0,54,0
6426,34841,apartment,Balvanera,Capital Federal,"-34.6106095,-58.3963787",149000.0,149000.0,76.0,69.0,2159.4202898550725,,0,8,1
6427,34843,apartment,Palermo Hollywood,Capital Federal,,175000.0,175000.0,50.0,38.0,4605.263157894737,,0,23,1
6428,34844,apartment,Palermo Hollywood,Capital Federal,,310000.0,310000.0,152.0,72.0,4305.555555555556,,0,23,1
6429,34845,apartment,Palermo Chico,Capital Federal,"-34.5813334479,-58.4107733226",134400.0,134400.0,36.0,32.0,4200.0,,0,41,1
6430,34846,apartment,Palermo,Capital Federal,"-34.5911919,-58.41194",245000.0,245000.0,91.0,84.0,2916.666666666666,,0,3,1
6431,34847,apartment,Congreso,Capital Federal,"-34.6116815612,-58.396589537",149000.0,149000.0,76.0,69.0,2159.4202898550725,,0,16,1
6432,34850,apartment,Balvanera,Capital Federal,"-34.6123959,-58.404272",139900.0,139900.0,87.0,78.0,1793.5897435897436,,0,8,1
6433,34851,apartment,Belgrano,Capital Federal,"-34.5630358,-58.439871",150000.0,150000.0,41.0,37.0,4054.054054054054,,0,1,1
6434,34852,PH,Villa del Parque,Capital Federal,"-34.6029773,-58.4997947",165000.0,165000.0,70.0,65.0,2538.4615384615386,,0,37,0
6435,34853,apartment,Palermo Chico,Capital Federal,"-34.5813511144,-58.410751865",195000.0,195000.0,53.0,42.0,4642.857142857143,,0,41,1
6436,34856,apartment,Colegiales,Capital Federal,"-34.5743883,-58.4487278",71000.0,71000.0,25.0,21.0,3380.952380952381,,0,20,1
6437,34858,apartment,Belgrano,Capital Federal,"-34.5620844,-58.4566864",100400.0,100400.0,36.0,32.0,3137.5,,0,1,1
6438,34861,apartment,Belgrano,Capital Federal,"-34.5620844,-58.4566864",150425.0,150425.0,54.0,46.0,3270.108695652174,,0,1,1
6439,34862,apartment,Belgrano,Capital Federal,"-34.5620844,-58.4566864",155500.0,155500.0,56.0,45.0,3455.555555555556,,0,1,1
6440,34864,apartment,Belgrano,Capital Federal,"-34.5620844,-58.4566864",204200.0,204200.0,74.0,64.0,3190625.0,,0,1,1
6441,34865,PH,Villa del Parque,Capital Federal,"-34.620607,-58.4847143",295000.0,295000.0,254.0,140.0,2107.1428571428573,,0,37,0
6442,34867,apartment,Almagro,Capital Federal,"-34.6110583,-58.4201892",100000.0,100000.0,34.0,30.0,3333.333333333333,,0,11,1
6443,34868,apartment,Villa Urquiza,Capital Federal,"-34.5732245,-58.4825111",79900.0,79900.0,33.0,30.0,2663.333333333333,,0,21,1
6444,34871,PH,Villa Santa Rita,Capital Federal,"-34.620202875,-58.4852149979",295000.0,295000.0,254.0,140.0,2107.1428571428573,,0,58,0
6445,34873,apartment,Recoleta,Capital Federal,"-34.5879179,-58.3834707",80000.0,80000.0,27.0,27.0,2962.962962962963,,0,15,1
6446,34875,PH,Villa del Parque,Capital Federal,"-34.620607,-58.4847143",295000.0,295000.0,254.0,140.0,2107.1428571428573,,0,37,0
6447,34876,PH,Villa Santa Rita,Capital Federal,"-34.620202875,-58.4852149979",295000.0,295000.0,254.0,140.0,2107.1428571428573,,0,58,0
6448,34881,apartment,Palermo,Capital Federal,"-34.5911001,-58.415932",230000.0,230000.0,86.0,79.0,2911.3924050632922,,0,3,1
6449,34883,apartment,Palermo Chico,Capital Federal,"-34.5711496,-58.4232966",330000.0,330000.0,75.0,68.0,4852.941176470587,,0,41,1
6450,34884,PH,Villa del Parque,Capital Federal,"-34.6104481,-58.4797642",162000.0,162000.0,80.0,75.0,2160.0,,0,37,0
6451,34885,house,Nuñez,Capital Federal,"-34.5427503,-58.4601452",450000.0,450000.0,245.0,190.0,2368.421052631579,,0,10,2
6452,34887,apartment,Barracas,Capital Federal,"-34.635158,-58.3754458",360000.0,360000.0,100.0,68.0,5294.117647058823,,0,14,1
6453,34888,house,Belgrano,Capital Federal,"-34.5509707,-58.4568649",450000.0,450000.0,245.0,190.0,2368.421052631579,,0,1,2
6454,34901,apartment,Palermo,Capital Federal,"-34.586625961,-58.4127823407",310000.0,310000.0,139.0,132.0,2348.4848484848485,9035.0,0,3,1
6455,34908,apartment,Palermo,Capital Federal,"-34.5862998,-58.4123172",375000.0,375000.0,125.0,,,4500.0,0,3,1
6456,34921,apartment,Villa Pueyrredón,Capital Federal,"-34.5719071,-58.5079409",98000.0,98000.0,55.0,55.0,1781.8181818181818,500.0,0,27,1
6457,34923,apartment,Villa Devoto,Capital Federal,"-34.5938487,-58.5069413",84000.0,84000.0,30.0,28.0,3000.0,1000.0,0,42,1
6458,34931,apartment,Retiro,Capital Federal,"-34.588219,-58.3828227",86000.0,86000.0,23.0,23.0,3739.1304347826094,2200.0,0,39,1
6459,34938,store,Recoleta,Capital Federal,"-34.5982963,-58.3873657",280000.0,280000.0,131.0,131.0,2137.404580152672,,0,15,3
6460,34944,apartment,Palermo Hollywood,Capital Federal,"-34.6036844,-58.3815591",198000.0,198000.0,69.0,62.0,3193.548387096774,1200.0,0,23,1
6461,34945,apartment,Palermo,Capital Federal,"-34.579473,-58.4309146",189000.0,189000.0,69.0,62.0,3048.3870967741937,1200.0,0,3,1
6462,34948,house,Pompeya,Capital Federal,"-34.6387457,-58.4325596",175000.0,175000.0,180.0,130.0,1346.1538461538462,,0,51,2
6463,34949,apartment,Palermo,Capital Federal,"-34.573032,-58.437266",175000.0,175000.0,53.0,53.0,3301.8867924528304,,0,3,1
6464,34950,PH,San Cristobal,Capital Federal,"-34.619587,-58.396699",229500.0,229500.0,141.0,108.0,2125.0,,0,34,0
6465,34954,PH,Villa Real,Capital Federal,"-34.615186,-58.52368",120000.0,120000.0,90.0,75.0,1600.0,,0,60,0
6466,34955,apartment,Chacarita,Capital Federal,"-34.587261,-58.452466",155000.0,155000.0,73.0,73.0,2123.287671232877,,0,18,1
6467,34963,apartment,Palermo,Capital Federal,"-34.5794918,-58.4309345",198000.0,198000.0,69.0,62.0,3193.548387096774,,0,3,1
6468,34975,apartment,Once,Capital Federal,"-34.6114454,-58.4087618",80000.0,80000.0,50.0,50.0,1600.0,2000.0,0,46,1
6469,34976,apartment,Recoleta,Capital Federal,"-34.5911248,-58.4042449",65000.0,65000.0,28.0,24.0,2708.333333333333,1800.0,0,15,1
6470,35004,apartment,Puerto Madero,Capital Federal,"-34.609390595,-58.3622028767",1500000.0,1500000.0,214.0,214.0,7009.345794392523,,0,7,1
6471,35007,apartment,Palermo,Capital Federal,"-34.5791989614,-58.4126073573",370000.0,370000.0,112.0,99.0,3737.373737373737,,0,3,1
6472,35015,apartment,Capital Federal,Capital Federal,,165000.0,165000.0,128.0,57.0,2894.7368421052643,,0,12,1
6473,35016,apartment,Capital Federal,Capital Federal,,185000.0,185000.0,123.0,57.0,3245.61403508772,,0,12,1
6474,35017,apartment,Capital Federal,Capital Federal,,190000.0,190000.0,148.0,57.0,3333.333333333333,,0,12,1
6475,35018,apartment,Capital Federal,Capital Federal,,235000.0,235000.0,178.0,87.0,2701.1494252873567,,0,12,1
6476,35135,apartment,Floresta,Capital Federal,"-34.62384,-58.4885007",179000.0,179000.0,79.0,,,,0,13,1
6477,35146,apartment,Nuñez,Capital Federal,"-34.5535411,-58.461102",99000.0,99000.0,37.0,33.0,3000.0,,0,10,1
6478,35150,apartment,Caballito,Capital Federal,"-34.6173347,-58.4493874",87000.0,87000.0,42.0,30.0,2900.0,,0,9,1
6479,35159,apartment,Floresta,Capital Federal,"-34.62384,-58.4885007",179000.0,179000.0,79.0,73.0,2452.054794520548,,0,13,1
6480,35201,apartment,Palermo,Capital Federal,"-34.5711496,-58.4232966",739000.0,739000.0,130.0,120.0,6158.333333333332,,0,3,1
6481,35220,apartment,Puerto Madero,Capital Federal,"-34.6060815,-58.363063",1700000.0,1700000.0,215.0,174.0,9770.114942528737,,0,7,1
6482,35222,apartment,Palermo,Capital Federal,"-34.586625961,-58.4127823407",310000.0,310000.0,139.0,132.0,2348.4848484848485,,0,3,1
6483,35223,apartment,Caballito,Capital Federal,"-34.6209278,-58.4458736",395000.0,395000.0,167.0,167.0,2365.2694610778444,,0,9,1
6484,35224,store,Floresta,Capital Federal,"-34.625679,-58.4907749",46000.0,46000.0,24.0,24.0,1916.666666666667,,0,13,3
6485,35225,apartment,Recoleta,Capital Federal,"-34.5872531,-58.4074419",698000.0,698000.0,281.0,241.0,2896.2655601659753,,0,15,1
6486,35227,apartment,Almagro,Capital Federal,"-34.6059353,-58.4284539",125000.0,125000.0,55.0,55.0,2272.7272727272725,,0,11,1
6487,35231,apartment,Recoleta,Capital Federal,"-34.5971060961,-58.3925570814",1215125.0,1215125.0,198.0,155.0,7839.5161290322585,,0,15,1
6488,35236,apartment,Villa del Parque,Capital Federal,"-34.6011892,-58.4993363",255000.0,255000.0,90.0,90.0,2833.333333333333,,0,37,1
6489,35239,apartment,Palermo Viejo,Capital Federal,,270000.0,270000.0,103.0,97.0,2783.5051546391746,,0,53,1
6490,35241,store,Palermo Viejo,Capital Federal,,200000.0,200000.0,54.0,54.0,3703.7037037037044,,0,53,3
6491,35247,apartment,Barrio Norte,Capital Federal,"-34.5983778371,-58.4023846953",126000.0,126000.0,60.0,60.0,2100.0,,0,22,1
6492,35249,PH,Villa Santa Rita,Capital Federal,"-34.6213683142,-58.486974527",156000.0,156000.0,104.0,67.0,2328.358208955224,,0,58,0
6493,35254,apartment,Palermo,Capital Federal,"-34.5947405,-58.4135356",285000.0,285000.0,73.0,68.0,4191.176470588235,,0,3,1
6494,35263,apartment,Recoleta,Capital Federal,"-34.5890956,-58.3870113",1250000.0,1250000.0,242.0,242.0,5165.289256198347,,0,15,1
6495,35266,apartment,Villa Crespo,Capital Federal,"-34.602314,-58.4333224",75000.0,75000.0,27.0,27.0,2777.777777777778,,0,17,1
6496,35267,apartment,Recoleta,Capital Federal,"-34.5895459,-58.3973636",795000.0,795000.0,235.0,222.0,3581.081081081081,,0,15,1
6497,35272,apartment,Barrio Norte,Capital Federal,"-34.6158238,-58.4333203",170000.0,170000.0,57.0,54.0,3148.1481481481487,,0,22,1
6498,35273,apartment,Recoleta,Capital Federal,"-34.5895459,-58.3973636",425000.0,425000.0,111.0,101.0,4207.920792079208,,0,15,1
6499,35283,PH,Balvanera,Capital Federal,"-34.6101223,-58.4059406",70000.0,70000.0,43.0,43.0,1627.906976744186,,0,8,0
6500,35284,apartment,Barrio Norte,Capital Federal,"-34.5978798698,-58.4056143423",175000.0,175000.0,79.0,61.0,2868.852459016393,,0,22,1
6501,35290,apartment,Palermo Soho,Capital Federal,,145000.0,145000.0,55.0,50.0,2900.0,,0,2,1
6502,35291,apartment,Nuñez,Capital Federal,"-34.5385289,-58.4658073",170000.0,170000.0,66.0,46.0,3695.652173913044,,0,10,1
6503,35292,apartment,Palermo Soho,Capital Federal,,120000.0,120000.0,55.0,50.0,2400.0,,0,2,1
6504,35300,house,Villa Crespo,Capital Federal,"-34.6034664,-58.4394187",750000.0,750000.0,343.0,343.0,2186.5889212827988,,0,17,2
6505,35302,apartment,Las Cañitas,Capital Federal,"-34.5719009,-58.4339074",295000.0,295000.0,144.0,110.0,2681.818181818182,,0,6,1
6506,35303,apartment,Palermo,Capital Federal,"-34.589231,-58.4100648",390000.0,390000.0,110.0,110.0,3545.4545454545455,,0,3,1
6507,35308,apartment,Palermo Soho,Capital Federal,,99000.0,99000.0,45.0,45.0,2200.0,,0,2,1
6508,35310,apartment,Belgrano,Capital Federal,"-34.5620844,-58.4566864",119500.0,119500.0,43.0,40.0,2987.5,,0,1,1
6509,35316,PH,Villa Lugano,Capital Federal,"-34.6734943645,-58.4838490342",70000.0,70000.0,60.0,60.0,1166.6666666666667,,0,54,0
6510,35318,apartment,Recoleta,Capital Federal,"-34.5957809,-58.3999756",180000.0,180000.0,69.0,68.0,2647.0588235294117,,0,15,1
6511,35319,apartment,Recoleta,Capital Federal,"-34.5921877,-58.3869493",1100000.0,1100000.0,241.0,241.0,4564.315352697096,17000.0,0,15,1
6512,35320,apartment,Barrio Norte,Capital Federal,"-34.6017690515,-58.3902611105",130000.0,130000.0,66.0,66.0,1969.6969696969693,4000.0,0,22,1
6513,35321,apartment,Centro / Microcentro,Capital Federal,"-34.6017954398,-58.3888483176",130000.0,130000.0,66.0,66.0,1969.6969696969693,4000.0,0,43,1
6514,35344,apartment,Barracas,Capital Federal,"-34.634984,-58.373792",95000.0,95000.0,45.0,45.0,2111.1111111111113,,0,14,1
6515,35345,apartment,Palermo,Capital Federal,"-34.588889,-58.430556",210000.0,210000.0,68.0,60.0,3500.0,,0,3,1
6516,35346,apartment,San Nicolás,Capital Federal,"-34.600083,-58.379784",82000.0,82000.0,32.0,29.0,2827.586206896552,,0,47,1
6517,35364,PH,Chacarita,Capital Federal,,85000.0,85000.0,39.0,30.0,2833.333333333333,,0,18,0
6518,35370,apartment,Recoleta,Capital Federal,"-34.5916352,-58.3793272",460000.0,460000.0,130.0,123.0,3739.837398373984,6700.0,0,15,1
6519,35371,apartment,Flores,Capital Federal,"-34.6328396733,-58.4688013828",165000.0,165000.0,68.0,62.0,2661.2903225806454,2300.0,0,4,1
6520,35372,apartment,Flores,Capital Federal,"-34.6293004,-58.4647600952",190000.0,190000.0,108.0,100.0,1900.0,1800.0,0,4,1
6521,35384,apartment,Caballito,Capital Federal,"-34.6189950978,-58.4379877276",74000.0,74000.0,35.0,35.0,2114.285714285714,1100.0,0,9,1
6522,35385,apartment,Caballito,Capital Federal,"-34.6189950978,-58.4379877276",74000.0,74000.0,35.0,35.0,2114.285714285714,1100.0,0,9,1
6523,35397,apartment,Villa Devoto,Capital Federal,"-34.6020165096,-58.5153634804",115000.0,115000.0,59.0,50.0,2300.0,,0,42,1
6524,35399,PH,Parque Chacabuco,Capital Federal,"-34.5896662,-58.4396791",85000.0,85000.0,39.0,30.0,2833.333333333333,,0,48,0
6525,35414,apartment,Belgrano,Capital Federal,"-34.5660692,-58.4411223",269000.0,269000.0,83.0,78.0,3448.717948717949,5000.0,0,1,1
6526,35415,apartment,Belgrano,Capital Federal,"-34.5670858707,-58.4507236981",350000.0,350000.0,128.0,124.0,2822.5806451612902,8000.0,0,1,1
6527,35419,house,Flores,Capital Federal,"-34.6218097,-58.4684268",270000.0,270000.0,297.0,224.0,1205.357142857143,,0,4,2
6528,35425,apartment,Villa Devoto,Capital Federal,"-34.606909,-58.5100422",280000.0,280000.0,90.0,80.0,3500.0,1500.0,0,42,1
6529,35430,house,Saavedra,Capital Federal,"-34.5509800616,-58.4879761656",185000.0,185000.0,108.0,106.0,1745.2830188679245,,0,24,2
6530,35437,apartment,Palermo Hollywood,Capital Federal,"-34.5773065,-58.4372521",74000.0,74000.0,29.0,29.0,2551.7241379310344,1900.0,0,23,1
6531,35492,house,Capital Federal,Capital Federal,,620000.0,620000.0,867.0,370.0,1675.6756756756754,,0,12,2
6532,35505,house,Capital Federal,Capital Federal,,645000.0,645000.0,1304.0,264.0,2443.181818181818,,0,12,2
6533,35510,house,Capital Federal,Capital Federal,,590000.0,590000.0,560.0,500.0,1180.0,,0,12,2
6534,35599,PH,Mataderos,Capital Federal,"-34.6555967,-58.4865223",80000.0,80000.0,50.0,43.0,1860.4651162790685,,0,0,0
6535,35620,apartment,Floresta,Capital Federal,"-34.62384,-58.4885007",179000.0,179000.0,79.0,,,,0,13,1
6536,35637,apartment,Flores,Capital Federal,"-34.6309748,-58.4681354",1184531.0,66432.85,41.0,41.0,28891.0,,0,4,1
6537,35639,apartment,San Cristobal,Capital Federal,"-34.6275189,-58.4067363",2872670.0,161109.89,86.0,86.0,33403.13953488372,,0,34,1
6538,35640,apartment,Villa Crespo,Capital Federal,"-34.6040284,-58.4556458",90200.0,90200.0,38.0,38.0,2373.684210526316,,0,17,1
6539,35641,PH,Parque Patricios,Capital Federal,"-34.655777,-58.4245898",176000.0,176000.0,340.0,170.0,1035.2941176470588,,0,52,0
6540,35664,apartment,Recoleta,Capital Federal,"-34.596896,-58.3841836",550000.0,550000.0,194.0,181.0,3038.674033149172,,0,15,1
6541,35682,apartment,Palermo Chico,Capital Federal,"-34.58522,-58.426652",232000.0,232000.0,47.0,41.0,5658.536585365854,,0,41,1
6542,35683,apartment,Tribunales,Capital Federal,"-34.6017916512,-58.3888191429",130000.0,130000.0,66.0,66.0,1969.6969696969693,,0,45,1
6543,35684,apartment,Recoleta,Capital Federal,"-34.6000393,-58.3896078",170000.0,170000.0,84.0,84.0,2023.8095238095239,,0,15,1
6544,35685,apartment,Centro / Microcentro,Capital Federal,"-34.607924,-58.374815",135000.0,135000.0,62.0,57.0,2368.421052631579,,0,43,1
6545,35689,apartment,Once,Capital Federal,"-34.6144812,-58.4026103",120000.0,120000.0,64.0,60.0,2000.0,,0,46,1
6546,35690,store,Villa Crespo,Capital Federal,"-34.5967317,-58.4410318",325000.0,325000.0,250.0,250.0,1300.0,,0,17,3
6547,35691,apartment,Palermo Soho,Capital Federal,,290000.0,290000.0,94.0,80.0,3625.0,,0,2,1
6548,35698,apartment,Flores,Capital Federal,"-34.6273804,-58.480155",97000.0,97000.0,71.0,46.0,2108.695652173913,,0,4,1
6549,35700,apartment,Caballito,Capital Federal,"-34.6234516,-58.4625002",340000.0,340000.0,125.0,115.0,2956.521739130435,,0,9,1
6550,35704,apartment,Recoleta,Capital Federal,"-34.5938766924,-58.3873435153",325000.0,325000.0,118.0,118.0,2754.237288135593,,0,15,1
6551,35705,apartment,Barrio Norte,Capital Federal,"-34.6017690515,-58.3902611105",130000.0,130000.0,66.0,66.0,1969.6969696969693,,0,22,1
6552,35706,apartment,Centro / Microcentro,Capital Federal,"-34.6017954398,-58.3888483176",130000.0,130000.0,66.0,66.0,1969.6969696969693,,0,43,1
6553,35707,apartment,Liniers,Capital Federal,"-34.648626,-58.525676",120000.0,120000.0,50.0,50.0,2400.0,,0,44,1
6554,35710,apartment,Caballito,Capital Federal,"-34.6195205,-58.4366567",119000.0,119000.0,57.0,57.0,2087.719298245614,,0,9,1
6555,35711,apartment,San Nicolás,Capital Federal,"-34.6045547,-58.3802473",98000.0,98000.0,50.0,50.0,1960.0,,0,47,1
6556,35716,apartment,Flores,Capital Federal,"-34.6226296,-58.4601425",220000.0,220000.0,100.0,100.0,2200.0,,0,4,1
6557,35719,apartment,Palermo,Capital Federal,"-34.5854832,-58.4101429",1600000.0,1600000.0,300.0,300.0,5333.333333333333,,0,3,1
6558,35720,apartment,Palermo Soho,Capital Federal,,295000.0,295000.0,105.0,90.0,3277.777777777778,,0,2,1
6559,35721,apartment,Caballito,Capital Federal,"-34.6098063,-58.4547167",94500.0,94500.0,42.0,37.0,2554.054054054054,,0,9,1
6560,35723,apartment,Palermo Chico,Capital Federal,"-34.5800882,-58.4159825",750000.0,750000.0,200.0,200.0,3750.0,,0,41,1
6561,35725,apartment,Barrio Norte,Capital Federal,"-34.5953598,-58.3997617",255000.0,255000.0,104.0,85.0,3000.0,,0,22,1
6562,35728,apartment,San Telmo,Capital Federal,"-34.6211839,-58.3731163",100000.0,100000.0,63.0,63.0,1587.3015873015872,,0,30,1
6563,35734,apartment,Las Cañitas,Capital Federal,"-34.5708701,-58.4331449",539000.0,539000.0,98.0,95.0,5673.684210526316,,0,6,1
6564,35735,house,Boedo,Capital Federal,"-34.6372914,-58.4154267",350000.0,350000.0,180.0,148.0,2364.864864864865,,0,5,2
6565,35736,apartment,Caballito,Capital Federal,"-34.6262397,-58.4391077",140000.0,140000.0,50.0,48.0,2916.666666666666,,0,9,1
6566,35737,PH,Liniers,Capital Federal,"-34.6438877,-58.5172492",165000.0,165000.0,130.0,110.0,1500.0,,0,44,0
6567,35738,apartment,Recoleta,Capital Federal,"-34.5957866,-58.3946773",150000.0,150000.0,50.0,44.0,3409.090909090909,,0,15,1
6568,35741,apartment,Belgrano,Capital Federal,"-34.5717584,-58.4470068",235000.0,235000.0,77.0,69.0,3405.7971014492755,,0,1,1
6569,35742,apartment,Palermo,Capital Federal,"-34.5900832,-58.4186791",375000.0,375000.0,160.0,120.0,3125.0,,0,3,1
6570,35743,apartment,Colegiales,Capital Federal,"-34.5817946,-58.4619032",130000.0,130000.0,57.0,54.0,2407.4074074074074,,0,20,1
6571,35745,apartment,Nuñez,Capital Federal,"-34.5427503,-58.4601452",168000.0,168000.0,48.0,44.0,3818.181818181818,,0,10,1
6572,35746,apartment,Nuñez,Capital Federal,"-34.5427503,-58.4601452",168000.0,168000.0,48.0,44.0,3818.181818181818,,0,10,1
6573,35747,apartment,Recoleta,Capital Federal,"-34.5874429,-58.3973046",165000.0,165000.0,42.0,39.0,4230.769230769231,,0,15,1
6574,35749,PH,Villa Crespo,Capital Federal,"-34.6034849,-58.4459475",126000.0,126000.0,70.0,70.0,1800.0,,0,17,0
6575,35751,apartment,Barrio Norte,Capital Federal,"-34.5833276531,-58.402728018",82000.0,82000.0,43.0,35.0,2342.857142857143,,0,22,1
6576,35753,apartment,Recoleta,Capital Federal,"-34.5874549,-58.3972493",293000.0,293000.0,78.0,63.0,4650.793650793651,,0,15,1
6577,35754,apartment,Recoleta,Capital Federal,"-34.5895459,-58.3973636",270000.0,270000.0,110.0,108.0,2500.0,,0,15,1
6578,35756,apartment,Villa del Parque,Capital Federal,"-34.5986444,-58.4869762",95000.0,95000.0,38.0,38.0,2500.0,,0,37,1
6579,35759,apartment,Saavedra,Capital Federal,"-34.554242,-58.4915489",148000.0,148000.0,48.0,43.0,3441.860465116279,,0,24,1
6580,35763,apartment,Puerto Madero,Capital Federal,"-34.6177194,-58.3620561",2200000.0,2200000.0,400.0,400.0,5500.0,,0,7,1
6581,35764,apartment,Floresta,Capital Federal,"-34.6432722,-58.4852251",87000.0,87000.0,70.0,70.0,1242.857142857143,,0,13,1
6582,35766,apartment,Palermo,Capital Federal,"-34.5839319,-58.4144907",350000.0,350000.0,110.0,106.0,3301.8867924528304,,0,3,1
6583,35767,PH,Balvanera,Capital Federal,"-34.6152391,-58.3991586",98000.0,98000.0,52.0,52.0,1884.6153846153845,,0,8,0
6584,35768,apartment,Caballito,Capital Federal,"-34.6209278,-58.4458736",1250000.0,1250000.0,360.0,290.0,4310.344827586207,,0,9,1
6585,35770,apartment,Chacarita,Capital Federal,"-34.5830787,-58.4480972",105950.0,105950.0,80.0,38.0,2788.157894736842,,0,18,1
6586,35773,apartment,Almagro,Capital Federal,"-34.6122725,-58.423797",125000.0,125000.0,45.0,39.0,3205.128205128205,,0,11,1
6587,35774,apartment,San Nicolás,Capital Federal,"-34.601284,-58.378012",108000.0,108000.0,60.0,60.0,1800.0,,0,47,1
6588,35776,apartment,Caballito,Capital Federal,"-34.6135435,-58.4521167",97000.0,97000.0,35.0,32.0,3031.25,,0,9,1
6589,35792,house,Mataderos,Capital Federal,"-34.6626803,-58.514011",400000.0,400000.0,400.0,,,,0,0,2
6590,35795,apartment,Barrio Norte,Capital Federal,"-34.5945956912,-58.4142705841",68500.0,68500.0,25.0,25.0,2740.0,1200.0,0,22,1
6591,35799,apartment,Barrio Norte,Capital Federal,"-34.5973121,-58.3961006",125000.0,125000.0,78.0,40.0,3125.0,,0,22,1
6592,35814,apartment,Caballito,Capital Federal,"-34.6203101,-58.4440084",83000.0,83000.0,50.0,48.0,1729.166666666667,2100.0,0,9,1
6593,35818,apartment,Retiro,Capital Federal,"-34.596237,-58.374862",180000.0,180000.0,70.0,70.0,2571.428571428572,,0,39,1
6594,35820,apartment,Palermo,Capital Federal,"-34.59315,-58.4084297",249000.0,249000.0,105.0,99.0,2515.151515151515,3600.0,0,3,1
6595,35822,house,Villa Lugano,Capital Federal,"-34.6860902,-58.4690015",140000.0,140000.0,110.0,80.0,1750.0,,0,54,2
6596,35826,house,Monserrat,Capital Federal,"-34.6125495,-58.3873342",390000.0,390000.0,373.0,373.0,1045.5764075067025,,0,31,2
6597,35833,apartment,Nuñez,Capital Federal,"-34.5519084,-58.4685759",2620000.0,152832.05,65.0,56.0,46785.714285714275,,0,10,1
6598,35875,house,Capital Federal,Capital Federal,,870000.0,870000.0,885.0,380.0,2289.4736842105262,,0,12,2
6599,35881,apartment,Capital Federal,Capital Federal,,395000.0,395000.0,135.0,115.0,3434.782608695652,,0,12,1
6600,35929,apartment,Capital Federal,Capital Federal,,239000.0,239000.0,100.0,90.0,2655.555555555556,,0,12,1
6601,35932,apartment,Mataderos,Capital Federal,"-34.6637291,-58.5135791",85000.0,85000.0,60.0,60.0,1416.666666666667,,0,0,1
6602,35933,apartment,Almagro,Capital Federal,"-34.6093668,-58.4229122",149500.0,149500.0,68.0,61.0,2450.8196721311474,,0,11,1
6603,35938,apartment,Floresta,Capital Federal,"-34.62384,-58.4885007",179000.0,179000.0,79.0,,,,0,13,1
6604,35959,apartment,Floresta,Capital Federal,"-34.62384,-58.4885007",179000.0,179000.0,79.0,79.0,2265.8227848101264,,0,13,1
6605,35972,apartment,Floresta,Capital Federal,"-34.62384,-58.4885007",179000.0,179000.0,79.0,,,,0,13,1
6606,35979,apartment,Floresta,Capital Federal,"-34.6365963,-58.4815129",93000.0,93000.0,49.0,43.0,2162.7906976744184,,0,13,1
6607,35997,apartment,Belgrano,Capital Federal,"-34.5654627,-58.4404956",370000.0,370000.0,121.0,112.0,3303.5714285714284,,0,1,1
6608,35999,apartment,Floresta,Capital Federal,"-34.62384,-58.4885007",179000.0,179000.0,79.0,79.0,2265.8227848101264,,0,13,1
6609,36020,apartment,Retiro,Capital Federal,"-34.5941182,-58.3785286",950000.0,950000.0,480.0,480.0,1979.166666666667,,0,39,1
6610,36021,apartment,Recoleta,Capital Federal,"-34.5945156,-58.3969937",1250000.0,1250000.0,417.0,417.0,2997.601918465228,,0,15,1
6611,36022,apartment,Balvanera,Capital Federal,"-34.6101223,-58.4059406",127500.0,127500.0,60.0,52.0,2451.923076923077,,0,8,1
6612,36028,apartment,Caballito,Capital Federal,"-34.6190543,-58.4381887",163000.0,163000.0,89.0,89.0,1831.4606741573034,,0,9,1
6613,36029,PH,Boedo,Capital Federal,"-34.637171,-58.4167321",132000.0,132000.0,101.0,78.0,1692.3076923076926,,0,5,0
6614,36030,house,Belgrano,Capital Federal,"-34.5692489,-58.4524574",850000.0,850000.0,330.0,330.0,2575.757575757576,,0,1,2
6615,36032,apartment,Villa Crespo,Capital Federal,,114000.0,114000.0,64.0,60.0,1900.0,,0,17,1
6616,36033,apartment,Palermo,Capital Federal,"-34.5987273,-58.4352315",139000.0,139000.0,65.0,59.0,2355.9322033898306,,0,3,1
