property_type,place_name,state_name,lat-lon,price,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_per_m2,expenses
store,San Telmo,Capital Federal,"-34.6125607869,-58.3761364748",210000.0,210000.0,214.0,205.0,1024.3902439024394,500.0
apartment,Villa Urquiza,Capital Federal,,85000.0,85000.0,37.0,34.0,2500.0,
apartment,Palermo,Capital Federal,"-34.5979430772,-58.4158525248",262000.0,262000.0,110.0,103.0,2543.6893203883496,3400.0
apartment,Belgrano,Capital Federal,"-34.556986285,-58.4680482889",405500.0,405500.0,136.0,109.0,3720.183486238532,
apartment,Belgrano,Capital Federal,"-34.556986285,-58.4680482889",109770.0,109770.0,41.0,35.0,3136.285714285714,
apartment,Palermo,Capital Federal,,500000.0,500000.0,110.0,105.0,4761.904761904762,7400.0
apartment,Palermo,Capital Federal,"-34.5841676705,-58.4249800569",118000.0,118000.0,44.0,41.0,2878.0487804878053,1820.0
apartment,San Telmo,Capital Federal,"-34.615143164,-58.3803195084",220000.0,220000.0,149.0,131.0,1679.3893129770993,3000.0
apartment,Villa Urquiza,Capital Federal,"-34.5683979918,-58.4898590397",129000.0,129000.0,43.0,40.0,3225.0,1000.0
apartment,Belgrano,Capital Federal,"-34.5531899,-58.4367966",245000.0,245000.0,61.0,55.0,4454.545454545455,
apartment,Palermo Soho,Capital Federal,"-34.5877277,-58.4283753",231150.0,231150.0,69.0,,,
apartment,San Telmo,Capital Federal,"-34.623417852,-58.3754332413",75000.0,75000.0,38.0,,,1250.0
apartment,Belgrano,Capital Federal,"-34.556986285,-58.4680482889",178227.0,178227.0,67.0,58.0,3072.8793103448274,
house,Villa Urquiza,Capital Federal,"-34.5723585443,-58.4976165652",255000.0,255000.0,121.0,121.0,2107.4380165289263,
apartment,Belgrano,Capital Federal,,106200.0,106200.0,35.0,29.0,3662.0689655172414,
apartment,Palermo Soho,Capital Federal,"-34.5877277,-58.4283753",234600.0,234600.0,69.0,,,
apartment,Saavedra,Capital Federal,,80000.0,80000.0,32.0,30.0,2666.6666666666665,
apartment,Belgrano,Capital Federal,"-34.556986285,-58.4680482889",222692.0,222692.0,80.0,61.0,3650.688524590164,
apartment,Belgrano,Capital Federal,,120900.0,120900.0,41.0,39.0,3100.0,
apartment,Belgrano,Capital Federal,"-34.556986285,-58.4680482889",658742.0,658742.0,257.0,131.0,5028.564885496183,
apartment,Villa Crespo,Capital Federal,"-34.5978364363,-58.4339059904",150000.0,150000.0,61.0,57.0,2631.578947368421,2200.0
apartment,Belgrano,Capital Federal,"-34.556986285,-58.4680482889",546218.0,546218.0,229.0,110.0,4965.618181818182,
apartment,Barrio Norte,Capital Federal,,750000.0,750000.0,109.0,91.0,8241.758241758242,
apartment,San Cristobal,Capital Federal,"-34.6219198235,-58.3980507318",75000.0,75000.0,41.0,41.0,1829.2682926829266,1650.0
apartment,Monserrat,Capital Federal,"-34.6144049469,-58.3829492701",200000.0,200000.0,174.0,136.0,1470.588235294117,2166.0
apartment,Palermo,Capital Federal,,1650000.0,1650000.0,372.0,337.0,4896.14243323442,
apartment,San Telmo,Capital Federal,"-34.6136435612,-58.3717488472",80000.0,80000.0,42.0,42.0,1904.7619047619046,1830.0
apartment,Saavedra,Capital Federal,,126000.0,126000.0,50.0,41.0,3073.170731707317,
PH,Villa Urquiza,Capital Federal,"-34.5884646379,-58.4854280597",59500.0,59500.0,26.0,26.0,2288.4615384615386,100.0
PH,Constituci�n,Capital Federal,"-34.6221592472,-58.3814125339",50000.0,50000.0,28.0,,,
apartment,Saavedra,Capital Federal,,127260.0,127260.0,50.0,41.0,3103.9024390243903,
apartment,Belgrano,Capital Federal,,185000.0,185000.0,42.0,35.0,5285.714285714285,
apartment,Saavedra,Capital Federal,,128520.0,128520.0,50.0,41.0,3134.634146341464,
house,Saavedra,Capital Federal,"-34.5536774206,-58.4958185173",390000.0,390000.0,220.0,220.0,1772.7272727272727,
apartment,Belgrano,Capital Federal,,85000.0,85000.0,28.0,25.0,3400.0,1.0
apartment,Capital Federal,Capital Federal,"-34.6107383031,-58.4556842305",55000.0,55000.0,21.0,,,1145.0
apartment,Villa Devoto,Capital Federal,,550000.0,550000.0,182.0,162.0,3395.0617283950623,7000.0
apartment,Belgrano,Capital Federal,,335000.0,335000.0,63.0,57.0,5877.19298245614,4700.0
apartment,Belgrano,Capital Federal,,159500.0,159500.0,63.0,48.0,3322.916666666666,1.0
store,San Telmo,Capital Federal,"-34.6196869255,-58.3740444574",280000.0,280000.0,146.0,146.0,1917.8082191780825,6140.0
apartment,Belgrano,Capital Federal,,149500.0,149500.0,55.0,48.0,3114.583333333333,1.0
apartment,Retiro,Capital Federal,"-34.592979356,-58.3786348113",540000.0,540000.0,176.0,176.0,3068.181818181818,12781.0
apartment,Belgrano,Capital Federal,,155000.0,155000.0,55.0,48.0,3229.166666666666,1.0
store,Recoleta,Capital Federal,,1200000.0,1200000.0,1200.0,,,
apartment,Belgrano,Capital Federal,,158000.0,158000.0,55.0,48.0,3291.666666666666,1.0
apartment,Constituci�n,Capital Federal,"-34.6240307558,-58.3842797595",45000.0,45000.0,33.0,33.0,1363.6363636363635,1128.0
apartment,Palermo,Capital Federal,,120000.0,120000.0,40.0,38.0,3157.894736842105,1500.0
apartment,Barrio Norte,Capital Federal,,230000.0,230000.0,63.0,58.0,3965.5172413793102,2000.0
apartment,Belgrano,Capital Federal,,160000.0,160000.0,55.0,48.0,3333.333333333333,1.0
apartment,Recoleta,Capital Federal,"-34.5921884,-58.3790738",1500000.0,1500000.0,406.0,373.0,4021.447721179625,28842.0
apartment,Balvanera,Capital Federal,"-34.6087298675,-58.4032881814",120000.0,120000.0,87.0,79.0,1518.9873417721521,3300.0
apartment,Barrio Norte,Capital Federal,,210000.0,210000.0,61.0,43.0,4883.720930232558,2000.0
apartment,Monserrat,Capital Federal,,86000.0,86000.0,36.0,33.0,2606.060606060606,
apartment,Belgrano,Capital Federal,,164000.0,164000.0,55.0,48.0,3416.666666666666,1.0
apartment,Belgrano,Capital Federal,,160000.0,160000.0,53.0,35.0,4571.428571428572,1.0
apartment,Barrio Norte,Capital Federal,,335000.0,335000.0,98.0,61.0,5491.803278688524,3000.0
apartment,Belgrano,Capital Federal,,96000.0,96000.0,35.0,31.0,3096.7741935483873,1.0
apartment,Belgrano,Capital Federal,,95000.0,95000.0,34.0,31.0,3064.5161290322585,1.0
apartment,Monserrat,Capital Federal,"-34.613408336,-58.3845426597",85000.0,85000.0,35.0,32.0,2656.25,
house,Villa Urquiza,Capital Federal,"-34.5705365221,-58.4913642685",189000.0,189000.0,114.0,88.0,2147.7272727272725,
apartment,Belgrano,Capital Federal,,96900.0,96900.0,34.0,31.0,3125.8064516129034,1.0
apartment,Monserrat,Capital Federal,"-34.613408336,-58.3845426597",87000.0,87000.0,35.0,32.0,2718.75,
store,Boca,Capital Federal,,3500000.0,3500000.0,2700.0,,,
apartment,Belgrano,Capital Federal,,99000.0,99000.0,34.0,31.0,3193.548387096774,1.0
apartment,Monserrat,Capital Federal,,73500.0,73500.0,28.0,24.0,3062.5,
apartment,Palermo,Capital Federal,"-34.5798295737,-58.4137934115",358000.0,358000.0,116.0,116.0,3086.206896551724,2135.0
apartment,Belgrano,Capital Federal,,99900.0,99900.0,34.0,31.0,3222.5806451612902,1.0
apartment,Monserrat,Capital Federal,"-34.6177894947,-58.3829017191",74500.0,74500.0,37.0,32.0,2328125,
apartment,Villa Pueyrred�n,Capital Federal,"-34.5714195428,-58.5068186911",98000.0,98000.0,68.0,62.0,1580.645161290323,500.0
apartment,Belgrano,Capital Federal,,106000.0,106000.0,35.0,31.0,3419.3548387096776,1.0
apartment,Monserrat,Capital Federal,"-34.6177894947,-58.3829017191",107000.0,107000.0,57.0,49.0,2183.673469387755,
apartment,Villa Urquiza,Capital Federal,,120000.0,120000.0,39.0,39.0,3076.9230769230767,2900.0
store,Villa Urquiza,Capital Federal,"-34.5892138435,-58.4846365139",285000.0,285000.0,195.0,177.0,1610.1694915254238,
apartment,Belgrano,Capital Federal,,82000.0,82000.0,30.0,25.0,3280.0,1.0
apartment,Monserrat,Capital Federal,"-34.6177894947,-58.3829017191",77500.0,77500.0,39.0,34.0,2279.4117647058824,
apartment,Belgrano,Capital Federal,,78000.0,78000.0,28.0,25.0,3120.0,1.0
house,Villa Urquiza,Capital Federal,"-34.5630888569,-58.4880187544",450000.0,450000.0,155.0,155.0,2903.225806451613,
apartment,Belgrano,Capital Federal,,79900.0,79900.0,28.0,25.0,3196.0,1.0
apartment,Monserrat,Capital Federal,"-34.6177894947,-58.3829017191",75500.0,75500.0,42.0,34.0,2220.5882352941176,
apartment,Belgrano,Capital Federal,,81500.0,81500.0,28.0,25.0,3260.0,1.0
apartment,Belgrano,Capital Federal,,83000.0,83000.0,28.0,25.0,3320.0,1.0
apartment,Puerto Madero,Capital Federal,,170000.0,170000.0,51.0,51.0,3333.333333333333,
apartment,Parque Patricios,Capital Federal,"-34.6299032114,-58.4007752543",130000.0,130000.0,71.0,36.0,3611.111111111111,1.0
apartment,Balvanera,Capital Federal,"-34.6127193273,-58.4098859686",129000.0,129000.0,79.0,,,2350.0
apartment,Villa Urquiza,Capital Federal,,180000.0,180000.0,65.0,61.0,2950.8196721311474,2800.0
apartment,Nu�ez,Capital Federal,"-34.5514572071,-58.4523527077",59000.0,59000.0,21.0,21.0,2809.523809523809,400.0
store,Monserrat,Capital Federal,,175500.0,175500.0,51.0,51.0,3441.1764705882347,
store,Flores,Capital Federal,"-34.6297991751,-58.4638373591",450000.0,450000.0,174.0,174.0,2586.2068965517237,1.0
house,Villa Pueyrred�n,Capital Federal,"-34.5810805356,-58.5116902757",235000.0,235000.0,179.0,140.0,1678.5714285714291,
store,Monserrat,Capital Federal,,132000.0,132000.0,26.0,26.0,5076.923076923077,
apartment,Recoleta,Capital Federal,"-34.5929260802,-58.3876069689",790000.0,790000.0,254.0,254.0,3110.236220472441,17000.0
store,Flores,Capital Federal,"-34.6297991751,-58.4638373591",500000.0,500000.0,195.0,195.0,2564.102564102564,1.0
store,Monserrat,Capital Federal,,135000.0,135000.0,40.0,40.0,3375.0,
apartment,Villa Crespo,Capital Federal,"-34.6021637549,-58.4317744728",119900.0,119900.0,43.0,36.0,3330.555555555556,2100.0
store,Flores,Capital Federal,"-34.6297991751,-58.4638373591",690000.0,690000.0,191.0,191.0,3612.565445026178,1.0
apartment,Belgrano,Capital Federal,,236700.0,236700.0,55.0,47.0,5036.170212765957,
apartment,Villa Crespo,Capital Federal,,87900.0,87900.0,31.0,27.0,3255.555555555556,
store,Flores,Capital Federal,"-34.6297991751,-58.4638373591",450000.0,450000.0,198.0,198.0,2272.7272727272725,1.0
apartment,Belgrano,Capital Federal,,203500.0,203500.0,45.0,40.0,5087.5,
apartment,Villa Crespo,Capital Federal,"-34.5997631934,-58.4299969897",105900.0,105900.0,36.0,33.0,3209.090909090909,
apartment,Parque Patricios,Capital Federal,"-34.6299032114,-58.4007752543",165000.0,165000.0,105.0,43.0,3837.2093023255816,1.0
apartment,Villa Urquiza,Capital Federal,"-34.5651109037,-58.480481151",198000.0,198000.0,76.0,66.0,3000.0,3000.0
apartment,Belgrano,Capital Federal,,192500.0,192500.0,46.0,41.0,4695.121951219512,
apartment,Capital Federal,Capital Federal,,160000.0,160000.0,100.0,100.0,1600.0,9900.0
apartment,Villa Crespo,Capital Federal,,197900.0,197900.0,71.0,65.0,3044.615384615385,
store,Flores,Capital Federal,"-34.6297991751,-58.4638373591",1900000.0,1900000.0,758.0,758.0,2506.5963060686013,1.0
apartment,Belgrano,Capital Federal,,242000.0,242000.0,55.0,47.0,5148.936170212766,
apartment,Villa Urquiza,Capital Federal,,130000.0,130000.0,68.0,65.0,2000.0,
apartment,Villa Crespo,Capital Federal,"-34.6021637549,-58.4317744728",119900.0,119900.0,43.0,36.0,3330.555555555556,2100.0
apartment,Villa Urquiza,Capital Federal,,130000.0,130000.0,63.0,60.0,2166.6666666666665,
apartment,Belgrano,Capital Federal,,258500.0,258500.0,55.0,47.0,5500.0,
apartment,Villa Urquiza,Capital Federal,,150000.0,150000.0,72.0,64.0,2343.75,
apartment,Belgrano,Capital Federal,,265650.0,265650.0,55.0,47.0,5652.1276595744675,
apartment,Villa Urquiza,Capital Federal,,155000.0,155000.0,72.0,64.0,2421875,
apartment,Belgrano,Capital Federal,,214500.0,214500.0,45.0,40.0,5362.5,
apartment,Villa Urquiza,Capital Federal,,159000.0,159000.0,72.0,64.0,2484375,
apartment,Belgrano,Capital Federal,,221000.0,221000.0,45.0,40.0,5525.0,
apartment,Villa Urquiza,Capital Federal,,98000.0,98000.0,45.0,42.0,2333.333333333333,
apartment,Belgrano,Capital Federal,,227700.0,227700.0,45.0,40.0,5692.5,
apartment,Villa Urquiza,Capital Federal,,98000.0,98000.0,45.0,42.0,2333.333333333333,
apartment,Belgrano,Capital Federal,,200200.0,200200.0,46.0,41.0,4882.926829268293,
apartment,Villa Urquiza,Capital Federal,,98000.0,98000.0,45.0,42.0,2333.333333333333,
apartment,Parque Patricios,Capital Federal,"-34.6299032114,-58.4007752543",75000.0,75000.0,39.0,25.0,3000.0,1.0
apartment,Belgrano,Capital Federal,,868000.0,868000.0,223.0,91.0,9538.46153846154,
apartment,Villa Urquiza,Capital Federal,,150000.0,150000.0,72.0,64.0,2343.75,
apartment,Congreso,Capital Federal,,65000.0,65000.0,35.0,35.0,1857.142857142857,
apartment,Belgrano,Capital Federal,,330000.0,330000.0,68.0,63.0,5238.095238095239,
apartment,Almagro,Capital Federal,"-34.6173371881,-58.4162929088",112100.0,112100.0,53.0,48.0,2335.4166666666665,
apartment,Villa Urquiza,Capital Federal,,155000.0,155000.0,72.0,64.0,2421875,
apartment,Tribunales,Capital Federal,"-34.5994470169,-58.3881962877",120000.0,120000.0,38.0,35.0,3428.5714285714284,1050.0
apartment,Belgrano,Capital Federal,,335500.0,335500.0,68.0,63.0,5325.396825396825,
apartment,Almagro,Capital Federal,"-34.6173371881,-58.4162929088",74600.0,74600.0,33.0,33.0,2260.6060606060605,
apartment,Villa Urquiza,Capital Federal,,155000.0,155000.0,72.0,64.0,2421875,
apartment,Belgrano,Capital Federal,,419100.0,419100.0,84.0,48.0,8731.25,
apartment,Parque Patricios,Capital Federal,"-34.6299032114,-58.4007752543",200000.0,200000.0,113.0,53.0,3773.584905660377,1.0
apartment,Villa Urquiza,Capital Federal,,195000.0,195000.0,83.0,80.0,2437.5,
apartment,Belgrano,Capital Federal,,385000.0,385000.0,82.0,75.0,5133.333333333333,
apartment,Villa Urquiza,Capital Federal,,125000.0,125000.0,60.0,45.0,2777.777777777778,
apartment,Balvanera,Capital Federal,,56900.0,56900.0,30.0,30.0,1896.666666666667,1000.0
apartment,Villa Urquiza,Capital Federal,,130000.0,130000.0,60.0,40.0,3250.0,
apartment,Belgrano,Capital Federal,,242000.0,242000.0,60.0,53.0,4566.037735849057,
apartment,Colegiales,Capital Federal,"-34.5907407691,-58.4487541204",93600.0,93600.0,32.0,28.0,3342.857142857143,1500.0
store,Flores,Capital Federal,,500000.0,500000.0,380.0,380.0,1315.7894736842104,
apartment,Villa Urquiza,Capital Federal,,140000.0,140000.0,54.0,50.0,2800.0,
apartment,Parque Patricios,Capital Federal,"-34.6299032114,-58.4007752543",67000.0,67000.0,25.0,25.0,2680.0,1.0
apartment,Belgrano,Capital Federal,,242000.0,242000.0,53.0,48.0,5041.666666666667,
apartment,San Telmo,Capital Federal,"-34.6248629589,-58.3678734713",130000.0,130000.0,45.0,42.0,3095.238095238096,
apartment,Monserrat,Capital Federal,,210000.0,210000.0,76.0,43.0,4883.720930232558,3000.0
apartment,Belgrano,Capital Federal,,225500.0,225500.0,53.0,48.0,4697.916666666667,
apartment,Barrio Norte,Capital Federal,"-34.5946238091,-58.4088756919",450000.0,450000.0,190.0,180.0,2500.0,7800.0
apartment,Palermo Hollywood,Capital Federal,"-34.5868776333,-58.4392533854",149000.0,149000.0,62.0,44.0,3386.3636363636365,
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",120000.0,120000.0,53.0,49.0,2448.9795918367345,1.0
apartment,Almagro,Capital Federal,"-34.6313729032,-58.4256774199",380000.0,380000.0,300.0,250.0,1520.0,10000.0
apartment,Belgrano,Capital Federal,,237600.0,237600.0,53.0,48.0,4950.0,
apartment,Belgrano,Capital Federal,,244200.0,244200.0,53.0,48.0,5087.5,
apartment,San Nicol�s,Capital Federal,,112000.0,112000.0,40.0,,,
apartment,Belgrano,Capital Federal,,251900.0,251900.0,53.0,48.0,5247.916666666667,
apartment,San Telmo,Capital Federal,,86000.0,86000.0,39.0,34.0,2529.4117647058824,1.0
apartment,Palermo,Capital Federal,"-34.5869062471,-58.4189426498",169000.0,169000.0,55.0,52.0,3250.0,2826.0
apartment,Belgrano,Capital Federal,,365000.0,365000.0,68.0,63.0,5793.650793650793,4400.0
apartment,Villa Crespo,Capital Federal,,229900.0,229900.0,79.0,68.0,3380.8823529411766,
apartment,Villa Urquiza,Capital Federal,,155000.0,155000.0,81.0,60.0,2583.333333333333,1300.0
apartment,San Telmo,Capital Federal,,87000.0,87000.0,39.0,34.0,2558.8235294117653,1.0
apartment,Puerto Madero,Capital Federal,,355000.0,355000.0,67.0,60.0,5916.666666666668,
apartment,Villa Crespo,Capital Federal,,227000.0,227000.0,80.0,57.0,3982.456140350877,
apartment,San Telmo,Capital Federal,,90000.0,90000.0,39.0,34.0,2647.0588235294117,1.0
store,Tribunales,Capital Federal,,250000.0,250000.0,80.0,80.0,3125.0,3000.0
apartment,Belgrano,Capital Federal,"-34.5595209899,-58.445115274",180000.0,180000.0,46.0,41.0,4390.243902439024,2000.0
apartment,Capital Federal,Capital Federal,,89000.0,89000.0,44.0,26.0,3423.0769230769233,1000.0
store,Recoleta,Capital Federal,,385000.0,385000.0,52.0,52.0,7403.846153846153,
apartment,Belgrano,Capital Federal,"-34.5595209899,-58.445115274",250000.0,250000.0,55.0,,,2000.0
apartment,Belgrano,Capital Federal,"-34.5595209899,-58.445115274",210000.0,210000.0,45.0,,,1800.0
apartment,Palermo,Capital Federal,"-34.5658988188,-58.4351354708",280000.0,280000.0,81.0,76.0,3684.2105263157896,3900.0
apartment,San Telmo,Capital Federal,,215000.0,215000.0,68.0,64.0,3359375,1.0
apartment,Almagro,Capital Federal,"-34.6046215063,-58.4182932509",207000.0,207000.0,102.0,,,4200.0
apartment,Belgrano,Capital Federal,"-34.561956033,-58.4637123443",166000.0,166000.0,49.0,45.0,3688.888888888889,3000.0
apartment,Belgrano,Capital Federal,,1500000.0,1500000.0,235.0,218.0,6880.733944954129,18000.0
apartment,Puerto Madero,Capital Federal,"-34.6047919989,-58.3634100727",2950000.0,2950000.0,460.0,354.0,8333.333333333334,1.0
apartment,Puerto Madero,Capital Federal,"-34.6094375423,-58.3628508831",1400000.0,1400000.0,214.0,214.0,6542.056074766355,1.0
apartment,Belgrano,Capital Federal,,1200000.0,1200000.0,280.0,270.0,4444.444444444444,19000.0
apartment,Puerto Madero,Capital Federal,"-34.6094375423,-58.3628508831",1500000.0,1500000.0,214.0,214.0,7009.345794392523,1.0
apartment,Coghlan,Capital Federal,,89000.0,89000.0,35.0,33.0,2696.969696969697,
apartment,Coghlan,Capital Federal,,89000.0,89000.0,35.0,33.0,2696.969696969697,
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",110000.0,110000.0,47.0,36.0,3055.555555555556,1.0
apartment,Belgrano,Capital Federal,"-34.5630286278,-58.4398391505",178000.0,178000.0,64.0,60.0,2966.666666666666,2500.0
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",165000.0,165000.0,71.0,68.0,2426.4705882352937,1.0
apartment,Belgrano,Capital Federal,,635000.0,635000.0,157.0,143.0,4440.559440559439,10000.0
apartment,Coghlan,Capital Federal,,89000.0,89000.0,35.0,33.0,2696.969696969697,
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",100000.0,100000.0,45.0,42.0,2380.952380952381,1.0
apartment,Coghlan,Capital Federal,,89000.0,89000.0,35.0,33.0,2696.969696969697,
apartment,Barrio Norte,Capital Federal,"-34.5917985442,-58.4071385738",410000.0,410000.0,110.0,100.0,4100.0,7000.0
apartment,Belgrano,Capital Federal,,1790000.0,1790000.0,270.0,,,
apartment,Villa Urquiza,Capital Federal,"-34.5714493961,-58.4890065464",205000.0,205000.0,80.0,77.0,2662.3376623376626,3400.0
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",100000.0,100000.0,45.0,42.0,2380.952380952381,1.0
apartment,Caballito,Capital Federal,,135000.0,135000.0,84.0,65.0,2076.923076923077,1200.0
apartment,Coghlan,Capital Federal,,89000.0,89000.0,35.0,33.0,2696.969696969697,
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",63000.0,63000.0,28.0,21.0,3000.0,1.0
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",190000.0,190000.0,86.0,69.0,2753.623188405797,1.0
apartment,San Telmo,Capital Federal,,120000.0,120000.0,45.0,41.0,2926.829268292683,1000.0
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",125000.0,125000.0,53.0,50.0,2500.0,1.0
apartment,Villa Urquiza,Capital Federal,"-34.5684845336,-58.4846012646",78500.0,78500.0,35.0,29.0,2706.8965517241377,
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",110000.0,110000.0,49.0,46.0,2391.304347826087,1.0
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",160000.0,160000.0,71.0,68.0,2352.9411764705883,1.0
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",105000.0,105000.0,45.0,42.0,2500.0,1.0
apartment,Villa Crespo,Capital Federal,"-34.5934766319,-58.4458224783",150000.0,150000.0,74.0,66.0,2272.7272727272725,2000.0
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",105000.0,105000.0,45.0,42.0,2500.0,1.0
apartment,Villa Urquiza,Capital Federal,"-34.5684845336,-58.4846012646",140000.0,140000.0,54.0,47.0,2978.723404255319,
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",195000.0,195000.0,86.0,69.0,2826.086956521739,1.0
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",200000.0,200000.0,86.0,69.0,2898.5507246376815,1.0
apartment,Capital Federal,Capital Federal,,65000.0,65000.0,27.0,27.0,2407.4074074074074,2000.0
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",75000.0,75000.0,32.0,28.0,2678.5714285714284,1.0
apartment,San Telmo,Capital Federal,,120000.0,120000.0,45.0,42.0,2857.142857142857,
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",76000.0,76000.0,32.0,28.0,2714.285714285714,1.0
apartment,Belgrano,Capital Federal,"-34.5666267258,-58.4595497056",135000.0,135000.0,45.0,45.0,3000.0,3100.0
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",75000.0,75000.0,32.0,28.0,2678.5714285714284,1.0
apartment,Almagro,Capital Federal,"-34.6128270097,-58.4190275316",83000.0,83000.0,41.0,32.0,2593.75,800.0
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",76000.0,76000.0,32.0,28.0,2714.285714285714,1.0
apartment,Caballito,Capital Federal,"-34.6053934744,-58.4553203388",1175905.0,65949.07,36.0,33.0,35633.48484848485,
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",73000.0,73000.0,32.0,28.0,2607.142857142857,1.0
apartment,Caballito,Capital Federal,"-34.6053934744,-58.4553203388",1506898.0,84512.38,46.0,41.0,36753.60975609756,
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",76000.0,76000.0,32.0,28.0,2714.285714285714,1.0
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",73000.0,73000.0,32.0,28.0,2607.142857142857,1.0
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",73000.0,73000.0,32.0,28.0,2607.142857142857,1.0
apartment,Balvanera,Capital Federal,"-34.6124025209,-58.4069319828",84900.0,84900.0,43.0,,,2500.0
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",73000.0,73000.0,32.0,28.0,2607.142857142857,1.0
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",85000.0,85000.0,37.0,33.0,2575.757575757576,1.0
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",85000.0,85000.0,37.0,33.0,2575.757575757576,1.0
store,Almagro,Capital Federal,"-34.6086704684,-58.4215955211",200000.0,200000.0,64.0,64.0,3125.0,500.0
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",83000.0,83000.0,36.0,36.0,2305.555555555556,1.0
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",85000.0,85000.0,36.0,36.0,2361.1111111111113,1.0
store,San Telmo,Capital Federal,"-34.6255912097,-58.3738239783",4300000.0,4300000.0,5079.0,5079.0,846.6233510533569,
apartment,Caballito,Capital Federal,"-34.619280392,-58.4418337082",209000.0,209000.0,105.0,95.0,2200.0,2900.0
apartment,Almagro,Capital Federal,"-34.6028396119,-58.4243249086",329309.0,329309.0,111.0,103.0,3197.174757281553,
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",83000.0,83000.0,36.0,36.0,2305.555555555556,1.0
apartment,Almagro,Capital Federal,"-34.6028396119,-58.4243249086",96208.0,96208.0,34.0,27.0,3563.259259259259,
apartment,Belgrano,Capital Federal,,710000.0,710000.0,268.0,238.0,2983.193277310925,13000.0
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",83000.0,83000.0,37.0,37.0,2243.2432432432433,1.0
apartment,Colegiales,Capital Federal,"-34.5797947302,-58.4534741139",130000.0,130000.0,45.0,,,2300.0
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",100000.0,100000.0,44.0,41.0,2439.0243902439024,1.0
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",100000.0,100000.0,44.0,41.0,2439.0243902439024,1.0
apartment,Almagro,Capital Federal,"-34.6004364246,-58.4236457495",212000.0,212000.0,70.0,61.0,3475.409836065574,3000.0
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",118000.0,118000.0,53.0,49.0,2408.1632653061224,1.0
PH,Villa Crespo,Capital Federal,"-34.6035872719,-58.4550601913",179000.0,179000.0,103.0,83.0,2156.626506024096,
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",120000.0,120000.0,53.0,49.0,2448.9795918367345,1.0
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",63000.0,63000.0,27.0,21.0,3000.0,1.0
apartment,Belgrano,Capital Federal,,118000.0,118000.0,42.0,38.0,3105.263157894737,1300.0
apartment,Tribunales,Capital Federal,"-34.6030618145,-58.3893469257",135000.0,135000.0,63.0,63.0,2142.8571428571427,3200.0
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",63000.0,63000.0,28.0,22.0,2863.6363636363635,1.0
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",63000.0,63000.0,27.0,21.0,3000.0,1.0
apartment,Villa Crespo,Capital Federal,"-34.5964524007,-58.4448248431",180000.0,180000.0,75.0,73.0,2465.7534246575337,1800.0
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",75000.0,75000.0,33.0,26.0,2884.615384615385,1.0
apartment,Almagro,Capital Federal,"-34.6052976831,-58.418361085",208000.0,208000.0,100.0,100.0,2080.0,2500.0
apartment,Flores,Capital Federal,"-34.6297991751,-58.4638373591",83000.0,83000.0,36.0,36.0,2305.555555555556,1.0
apartment,Palermo Hollywood,Capital Federal,,570691.0,570691.0,155.0,139.0,4105.690647482014,
