property_type,place_name,state_name,lat-lon,price,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_per_m2,expenses
apartment,Villa Devoto,Capital Federal,"-34.6162218,-58.4990501",65500.0,65500.0,35.0,35.0,1871.428571428572,
apartment,Balvanera,Capital Federal,"-34.6102623114,-58.39915069",100000.0,100000.0,42.0,42.0,2380.952380952381,
apartment,Monte Castro,Capital Federal,"-34.6154771,-58.4979511",137500.0,137500.0,68.0,60.0,2291.6666666666665,
apartment,Barrio Norte,Capital Federal,"-34.5880303,-58.4145618",139000.0,139000.0,57.0,52.0,2673.076923076923,
apartment,Almagro,Capital Federal,"-34.607281,-58.4163774",125000.0,125000.0,58.0,52.0,2403.846153846154,
apartment,Colegiales,Capital Federal,"-34.578503,-58.4574716",132000.0,132000.0,67.0,67.0,1970.1492537313434,
apartment,Palermo,Capital Federal,"-34.5915558,-58.4010482",420000.0,420000.0,150.0,150.0,2800.0,
apartment,Retiro,Capital Federal,"-34.5927487,-58.3754371",70000.0,70000.0,33.0,33.0,2121.212121212121,
apartment,Flores,Capital Federal,"-34.6374837,-58.4601452",198000.0,198000.0,103.0,95.0,2084.2105263157896,
apartment,Belgrano,Capital Federal,"-34.5684567687,-58.4512991228",184900.0,184900.0,91.0,76.0,2432.894736842105,
apartment,Palermo,Capital Federal,"-34.5822745692,-58.4202635767",194000.0,194000.0,83.0,83.0,2337.3493975903616,
apartment,Caballito,Capital Federal,"-34.6209278,-58.4458736",229999.0,229999.0,110.0,106.0,2169.801886792453,
apartment,Floresta,Capital Federal,"-34.6282465,-58.4844109",229999.0,229999.0,110.0,106.0,2169.801886792453,
apartment,Caballito,Capital Federal,"-34.624051,-58.4498662",189000.0,189000.0,94.0,94.0,2010.6382978723404,
apartment,Palermo,Capital Federal,"-34.5771693,-58.4300256",110000.0,110000.0,38.0,38.0,2894.7368421052643,
apartment,San Nicol�s,Capital Federal,"-34.6067261,-58.3907515",255000.0,255000.0,116.0,95.0,2684.2105263157896,
PH,Barracas,Capital Federal,"-34.641094,-58.3773949",85000.0,85000.0,68.0,56.0,1517.857142857143,
apartment,Palermo,Capital Federal,"-34.5900848,-58.4202473",259000.0,259000.0,74.0,65.0,3984.615384615385,3800.0
apartment,Recoleta,Capital Federal,"-34.5928497962,-58.3872171929",270000.0,270000.0,106.0,70.0,3857.142857142857,3100.0
apartment,Barrio Norte,Capital Federal,"-34.5933174,-58.4018449",300000.0,300000.0,130.0,93.0,3225.8064516129034,
apartment,Recoleta,Capital Federal,"-34.5935027239,-58.4033288328",165000.0,165000.0,93.0,73.0,2260.27397260274,
apartment,Palermo,Capital Federal,"-34.5855804,-58.4232627",398000.0,398000.0,88.0,82.0,4853.658536585366,
apartment,Recoleta,Capital Federal,"-34.5928409641,-58.3871850064",270000.0,270000.0,106.0,70.0,3857.142857142857,
store,Centro / Microcentro,Capital Federal,"-34.601018299,-58.3756518492",500000.0,500000.0,142.0,142.0,3521.1267605633802,
apartment,Almagro,Capital Federal,"-34.617105,-58.4239777",100000.0,100000.0,50.0,50.0,2000.0,1400.0
apartment,Capital Federal,Capital Federal,"-34.598847,-58.3768299",144900.0,144900.0,77.0,57.0,2542.1052631578946,1800.0
apartment,Recoleta,Capital Federal,,380000.0,380000.0,140.0,130.0,2923.0769230769233,
apartment,Barrio Norte,Capital Federal,,67000.0,67000.0,26.0,26.0,2576.923076923077,
house,Mataderos,Capital Federal,"-34.6590402284,-58.4901479137",630000.0,630000.0,400.0,400.0,1575.0,
PH,Caballito,Capital Federal,"-34.628747725,-58.4395309694",260000.0,260000.0,170.0,120.0,2166.6666666666665,
apartment,Villa Crespo,Capital Federal,"-34.60033,-58.4314529",100000.0,100000.0,42.0,36.0,2777.777777777778,400.0
apartment,Congreso,Capital Federal,"-34.6077969,-58.3906865",96000.0,96000.0,42.0,40.0,2400.0,2700.0
apartment,Floresta,Capital Federal,"-34.6244072,-58.4805165",305000.0,305000.0,144.0,136.0,2242.6470588235293,6000.0
apartment,Retiro,Capital Federal,"-34.5918915,-58.3801215",595000.0,595000.0,221.0,206.0,2888.3495145631073,10000.0
apartment,Retiro,Capital Federal,"-34.5929501109,-58.3801355464",595000.0,595000.0,221.0,206.0,2888.3495145631073,10000.0
apartment,Caballito,Capital Federal,"-34.6201421,-58.4382897",325000.0,325000.0,150.0,143.0,2272.7272727272725,6000.0
apartment,Coghlan,Capital Federal,"-34.5654578,-58.4715609",110946.0,110946.0,39.0,35.0,3169.885714285714,800.0
apartment,Coghlan,Capital Federal,"-34.5654578,-58.4715609",120552.0,120552.0,42.0,36.0,3348.666666666666,800.0
apartment,Coghlan,Capital Federal,"-34.5654578,-58.4715609",107571.0,107571.0,37.0,30.0,3585.7,800.0
apartment,Coghlan,Capital Federal,"-34.5654578,-58.4715609",181375.0,181375.0,62.0,47.0,3859.0425531914893,1500.0
apartment,Coghlan,Capital Federal,"-34.5654578,-58.4715609",253287.0,253287.0,89.0,78.0,3247.269230769231,2000.0
apartment,Recoleta,Capital Federal,"-34.5880225893,-58.4065664588",290000.0,290000.0,158.0,78.0,3717.9487179487182,2060.0
apartment,Liniers,Capital Federal,"-34.6458956,-58.5108353",55000.0,55000.0,24.0,20.0,2750.0,
apartment,Almagro,Capital Federal,"-34.6116394,-58.4294704",81000.0,81000.0,38.0,38.0,2131.5789473684213,
apartment,Palermo Chico,Capital Federal,"-34.5776044,-58.412539",480000.0,480000.0,110.0,110.0,4363.636363636364,
apartment,Villa General Mitre,Capital Federal,"-34.614723,-58.4742055",70000.0,70000.0,28.0,28.0,2500.0,
apartment,Palermo,Capital Federal,"-34.5869488629,-58.4150409852",79900.0,79900.0,30.0,30.0,2663.333333333333,
apartment,Saavedra,Capital Federal,"-34.5509992,-58.4940359",200000.0,200000.0,32.0,23.0,8695.652173913044,
apartment,Palermo Soho,Capital Federal,"-34.5899983,-58.4221733",175000.0,175000.0,69.0,65.0,2692.3076923076924,2800.0
apartment,Balvanera,Capital Federal,,165000.0,165000.0,89.0,86.0,1918.6046511627908,2500.0
apartment,Palermo,Capital Federal,"-34.5855122,-58.4121205",375000.0,375000.0,101.0,101.0,3712.871287128713,5700.0
apartment,Almagro,Capital Federal,"-34.606944,-58.4162381",130000.0,130000.0,46.0,44.0,2954.5454545454545,2000.0
apartment,Saavedra,Capital Federal,"-34.5518784333,-58.4821634369",159000.0,159000.0,70.0,50.0,3180.0,
house,Capital Federal,Capital Federal,,590000.0,590000.0,400.0,490.0,1204.0816326530612,
house,Capital Federal,Capital Federal,,380000.0,380000.0,771.0,171.0,2222.222222222222,
house,Capital Federal,Capital Federal,,900000.0,900000.0,1600.0,360.0,2500.0,
house,Capital Federal,Capital Federal,,900000.0,900000.0,1745.0,430.0,2093.0232558139537,
house,Capital Federal,Capital Federal,,750000.0,750000.0,1040.0,343.0,2186.5889212827988,
house,Capital Federal,Capital Federal,,1250000.0,1250000.0,1800.0,400.0,3125.0,
house,Capital Federal,Capital Federal,,350000.0,350000.0,430.0,215.0,1627.906976744186,
house,Capital Federal,Capital Federal,,570000.0,570000.0,693.0,300.0,1900.0,
apartment,Capital Federal,Capital Federal,"-34.5855726316,-58.4034906271",238000.0,238000.0,79.0,66.0,3606.060606060606,
apartment,Capital Federal,Capital Federal,,127000.0,127000.0,45.0,42.0,3023.809523809524,
house,Capital Federal,Capital Federal,,850000.0,850000.0,648.0,460.0,1847.8260869565213,
house,Capital Federal,Capital Federal,,990000.0,990000.0,1000.0,280.0,3535.714285714286,
house,Capital Federal,Capital Federal,,460000.0,460000.0,1099.0,262.0,1755.7251908396947,
house,Capital Federal,Capital Federal,,1200000.0,1200000.0,1300.0,480.0,2500.0,
house,Capital Federal,Capital Federal,,365000.0,365000.0,600.0,258.0,1414.7286821705427,
house,Capital Federal,Capital Federal,,369000.0,369000.0,518.0,211.0,1748.8151658767777,
apartment,Puerto Madero,Capital Federal,"-34.6104989951,-58.362695201",920000.0,920000.0,150.0,150.0,6133.333333333332,
house,Capital Federal,Capital Federal,,1150000.0,1150000.0,2609.0,500.0,2300.0,
apartment,Constituci�n,Capital Federal,"-34.6249769774,-58.379308628",61900.0,61900.0,38.0,33.0,1875.757575757576,
house,Capital Federal,Capital Federal,,340000.0,340000.0,611.0,204.0,1666.666666666667,
apartment,Constituci�n,Capital Federal,"-34.6249769774,-58.379308628",69700.0,69700.0,40.0,35.0,1991.428571428572,
house,Capital Federal,Capital Federal,,640000.0,640000.0,850.0,350.0,1828.5714285714291,
house,Capital Federal,Capital Federal,,380000.0,380000.0,771.0,172.0,2209.3023255813955,
house,Capital Federal,Capital Federal,,470000.0,470000.0,880.0,280.0,1678.5714285714291,
apartment,Capital Federal,Capital Federal,,270000.0,270000.0,141.0,75.0,3600.0,
house,Capital Federal,Capital Federal,,980000.0,980000.0,1196.0,660.0,1484.8484848484848,
house,Capital Federal,Capital Federal,,330000.0,330000.0,215.0,164.0,2012.1951219512198,
apartment,Puerto Madero,Capital Federal,,475000.0,475000.0,88.0,88.0,5397.727272727273,
apartment,Recoleta,Capital Federal,"-34.59191,-58.385318",500000.0,500000.0,186.0,132.0,3787.878787878788,
apartment,Barracas,Capital Federal,"-34.642378,-58.373836",89000.0,89000.0,56.0,56.0,1589.2857142857142,
apartment,Caballito,Capital Federal,"-34.627428,-58.451948",183000.0,183000.0,91.0,87.0,2103.4482758620693,
apartment,Paternal,Capital Federal,"-34.602358,-58.462617",99500.0,99500.0,44.0,41.0,2426.829268292683,
apartment,Almagro,Capital Federal,"-34.603945,-58.414846",209000.0,209000.0,115.0,88.0,2375.0,
apartment,Barrio Norte,Capital Federal,"-34.5969885,-58.4018339",315000.0,315000.0,131.0,,,
apartment,Palermo,Capital Federal,"-34.5970689827,-58.417257326",232000.0,232000.0,122.0,72.0,3222.222222222222,2500.0
apartment,Recoleta,Capital Federal,"-34.5932670646,-58.4127334423",330000.0,330000.0,10.0,155.0,2129.032258064516,12000.0
apartment,Recoleta,Capital Federal,"-34.5926504255,-58.3982428487",230000.0,230000.0,75.0,70.0,3285.714285714286,2800.0
apartment,Recoleta,Capital Federal,"-34.5926011,-58.4017391",170000.0,170000.0,56.0,56.0,3035.714285714286,2400.0
apartment,Barrio Norte,Capital Federal,"-34.5930855,-58.411562",270000.0,270000.0,90.0,82.0,3292.682926829268,5000.0
apartment,Boedo,Capital Federal,"-34.6277173,-58.4318588",45000.0,45000.0,35.0,35.0,1285.7142857142858,2000.0
apartment,Palermo Soho,Capital Federal,"-34.5902139,-58.4239348",258000.0,258000.0,125.0,75.0,3440.0,3000.0
apartment,Palermo Soho,Capital Federal,"-34.5902139,-58.4239348",258000.0,258000.0,125.0,75.0,3440.0,3000.0
store,Villa Urquiza,Capital Federal,"-34.5727876,-58.4897229",90000.0,90000.0,25.0,25.0,3600.0,300.0
apartment,Recoleta,Capital Federal,"-34.5915689202,-58.4048267302",125000.0,125000.0,55.0,55.0,2272.7272727272725,1000.0
PH,Constituci�n,Capital Federal,"-34.6299365,-58.3855962",130000.0,130000.0,76.0,58.0,2241.3793103448274,990.0
apartment,Belgrano,Capital Federal,"-34.5544886,-58.4532634",145000.0,145000.0,57.0,45.0,3222.222222222222,
apartment,Barrio Norte,Capital Federal,"-34.5929501,-58.4028934",180000.0,180000.0,67.0,58.0,3103.4482758620693,3000.0
apartment,Palermo,Capital Federal,"-34.5929501,-58.4028934",180000.0,180000.0,67.0,58.0,3103.4482758620693,3000.0
apartment,San Cristobal,Capital Federal,"-34.6210594049,-58.4087104855",249000.0,249000.0,250.0,150.0,1660.0,
house,San Nicol�s,Capital Federal,"-34.6042126,-58.3894037",350000.0,350000.0,1159.0,440.0,795.4545454545455,
apartment,Villa Devoto,Capital Federal,"-34.6069862452,-58.5157030609",268000.0,268000.0,107.0,96.0,2791.666666666666,
apartment,Flores,Capital Federal,"-34.6321018,-58.4690246",132000.0,132000.0,100.0,88.0,1500.0,2300.0
house,Capital Federal,Capital Federal,,310000.0,310000.0,220.0,180.0,1722.2222222222226,
house,Capital Federal,Capital Federal,,1150000.0,1150000.0,1100.0,386.0,2979.274611398964,
house,Capital Federal,Capital Federal,,1100000.0,1100000.0,1020.0,350.0,3142.857142857143,
apartment,Puerto Madero,Capital Federal,"-34.6148198526,-58.3622694266",350000.0,350000.0,57.0,57.0,6140.350877192984,
house,Capital Federal,Capital Federal,,680000.0,680000.0,1165.0,292.0,2328.7671232876714,
house,Capital Federal,Capital Federal,"-34.619900441,-58.3857248155",750000.0,750000.0,2142.0,350.0,2142.8571428571427,
house,Capital Federal,Capital Federal,,680000.0,680000.0,1400.0,380.0,1789.473684210526,
house,Saavedra,Capital Federal,"-34.5527015877,-58.4939715527",350000.0,350000.0,204.0,219.0,1598.1735159817351,
apartment,Belgrano,Capital Federal,"-34.5671024,-58.4560198",136000.0,136000.0,44.0,44.0,3090.909090909091,2115.0
apartment,Liniers,Capital Federal,"-34.6364351793,-58.527989619",155000.0,155000.0,170.0,120.0,1291.6666666666667,
apartment,Recoleta,Capital Federal,"-34.5896738,-58.3944267",298000.0,298000.0,111.0,101.0,2950.495049504951,6080.0
apartment,Barracas,Capital Federal,"-34.6478787,-58.3777268",146000.0,146000.0,85.0,52.0,2807.6923076923076,3000.0
apartment,San Cristobal,Capital Federal,"-34.6185692473,-58.4009373512",77000.0,77000.0,44.0,44.0,1750.0,1324.0
apartment,Caballito,Capital Federal,"-34.6254804,-58.4516687",110250.0,110250.0,52.0,34.0,3242.6470588235293,
PH,San Cristobal,Capital Federal,"-34.6212304,-58.3982653",95000.0,95000.0,53.0,38.0,2500.0,200.0
apartment,Barrio Norte,Capital Federal,"-34.5990112,-58.3807961",298000.0,298000.0,170.0,160.0,1862.5,8964.0
apartment,Barrio Norte,Capital Federal,"-34.5907718,-58.4046881",330000.0,330000.0,192.0,84.0,3928.571428571429,5702.0
apartment,Villa Crespo,Capital Federal,"-34.5983309,-58.4410168",119500.0,119500.0,51.0,51.0,2343.137254901961,1400.0
apartment,Palermo Chico,Capital Federal,"-34.5734506,-58.4226175",155000.0,155000.0,43.0,40.0,3875.0,
apartment,Barrio Norte,Capital Federal,,350000.0,350000.0,112.0,104.0,3365.384615384615,4500.0
apartment,Barrio Norte,Capital Federal,"-34.5973569,-58.4004995",83000.0,83000.0,30.0,30.0,2766.666666666666,1500.0
apartment,Barrio Norte,Capital Federal,"-34.5956627139,-58.3841570782",360000.0,360000.0,130.0,130.0,2769.230769230769,5600.0
apartment,Barrio Norte,Capital Federal,"-34.601887,-58.3924125",350000.0,350000.0,150.0,145.0,2413.7931034482763,8500.0
PH,Villa Crespo,Capital Federal,"-34.5960379,-58.4291308",160000.0,160000.0,85.0,45.0,3555.555555555556,
apartment,Once,Capital Federal,"-34.6058669,-58.398864",275000.0,275000.0,246.0,73.0,3767.123287671233,4400.0
apartment,Balvanera,Capital Federal,"-34.6036844,-58.3815591",70000.0,70000.0,35.0,,,400.0
apartment,Almagro,Capital Federal,"-34.6042088,-58.4321032",142000.0,142000.0,68.0,,,3000.0
apartment,Barrio Norte,Capital Federal,"-34.5895841,-58.4123316",240000.0,240000.0,83.0,79.0,3037.9746835443043,2500.0
apartment,Congreso,Capital Federal,"-34.6081766,-58.3960885",90000.0,90000.0,41.0,41.0,2195.121951219512,1100.0
apartment,Villa Crespo,Capital Federal,"-34.595148,-58.4438832",189000.0,189000.0,91.0,85.0,2223.5294117647063,2600.0
apartment,Villa Crespo,Capital Federal,"-34.5979001,-58.4487061",128000.0,128000.0,56.0,48.0,2666.6666666666665,
apartment,Almagro,Capital Federal,"-34.6102662,-58.4157599",125000.0,125000.0,57.0,57.0,2192.9824561403507,2100.0
apartment,Recoleta,Capital Federal,"-34.5904096,-58.3943705",89900.0,89900.0,28.0,28.0,3210.714285714286,2250.0
apartment,Colegiales,Capital Federal,"-34.5832174,-58.4444201",130000.0,130000.0,50.0,45.0,2888.888888888889,2700.0
apartment,Palermo,Capital Federal,"-34.5832174,-58.4444201",130000.0,130000.0,50.0,45.0,2888.888888888889,2700.0
store,Villa Crespo,Capital Federal,"-34.5954669,-58.418528",220000.0,220000.0,72.0,72.0,3055.555555555556,
apartment,Congreso,Capital Federal,"-34.6104998,-58.3948047",160000.0,160000.0,70.0,70.0,2285.714285714286,1700.0
apartment,Monserrat,Capital Federal,"-34.6104998,-58.3948047",160000.0,160000.0,70.0,70.0,2285.714285714286,1700.0
apartment,Palermo,Capital Federal,"-34.5927812,-58.432377",148000.0,148000.0,50.0,46.0,3217.391304347826,2000.0
apartment,Villa Crespo,Capital Federal,"-34.5927812,-58.432377",148000.0,148000.0,50.0,46.0,3217.391304347826,2000.0
apartment,Flores,Capital Federal,"-34.6311613,-58.4713648",107000.0,107000.0,80.0,72.0,1486.111111111111,1500.0
PH,Monte Castro,Capital Federal,,230000.0,230000.0,260.0,236.0,974.5762711864406,
house,Villa Devoto,Capital Federal,"-34.6127747,-58.500575",289000.0,289000.0,147.0,,,
house,Colegiales,Capital Federal,"-34.579371,-58.4460516",465000.0,465000.0,410.0,300.0,1550.0,
apartment,Colegiales,Capital Federal,"-34.5861186,-58.4517205",228000.0,228000.0,108.0,95.0,2400.0,4800.0
apartment,Barrio Norte,Capital Federal,"-34.5920623413,-58.4011382852",170000.0,170000.0,56.0,56.0,3035.714285714286,2400.0
apartment,Villa Urquiza,Capital Federal,"-34.5713061969,-58.4792021197",88000.0,88000.0,33.0,,,1400.0
PH,Villa Luro,Capital Federal,"-34.6280481,-58.5148351",345000.0,345000.0,460.0,310.0,1112.9032258064515,
apartment,Once,Capital Federal,"-34.6055907,-58.4043571",149000.0,149000.0,83.0,79.0,1886.0759493670887,2900.0
apartment,Recoleta,Capital Federal,"-34.5928651,-58.3811344",500000.0,500000.0,172.0,167.0,2994.011976047904,11000.0
apartment,Nu�ez,Capital Federal,"-34.5547614,-58.4640994",372000.0,372000.0,118.0,106.0,3509.433962264151,
apartment,Nu�ez,Capital Federal,"-34.5434507,-58.465503",230000.0,230000.0,80.0,77.0,2987.012987012987,3800.0
apartment,Barrio Norte,Capital Federal,"-34.5880225893,-58.4065664588",290000.0,290000.0,160.0,78.0,3717.9487179487182,2060.0
store,Belgrano,Capital Federal,"-34.5630358,-58.439871",110000.0,110000.0,20.0,,,
apartment,San Nicol�s,Capital Federal,"-34.601284,-58.378012",100000.0,100000.0,50.0,,,2200.0
apartment,Flores,Capital Federal,"-34.6195076,-58.4780504",65200.0,65200.0,36.0,34.0,1917.6470588235293,
apartment,Capital Federal,Capital Federal,,105000.0,105000.0,48.0,38.0,2763.157894736842,
apartment,Villa Devoto,Capital Federal,"-34.591471,-58.5117765",98000.0,98000.0,47.0,42.0,2333.333333333333,
apartment,Villa Pueyrred�n,Capital Federal,"-34.5881428,-58.5013415",119000.0,119000.0,43.0,38.0,3131.578947368421,
apartment,Villa Devoto,Capital Federal,"-34.5921665,-58.505983",215000.0,215000.0,93.0,81.0,2654.320987654321,
apartment,Recoleta,Capital Federal,"-34.5921577,-58.3867825",1250000.0,1250000.0,307.0,307.0,4071.661237785017,
apartment,Villa Devoto,Capital Federal,"-34.591023396,-58.5119055428",105000.0,105000.0,46.0,43.0,2441.860465116279,
apartment,Liniers,Capital Federal,"-34.6469952,-58.5142534",98000.0,98000.0,64.0,,,
apartment,Flores,Capital Federal,"-34.629891,-58.4701746",76000.0,76000.0,38.0,36.0,2111.1111111111113,
apartment,Mataderos,Capital Federal,"-34.663850034,-58.5106399654",82000.0,82000.0,65.0,60.0,1366.6666666666667,
apartment,Palermo,Capital Federal,"-34.5744943,-58.4230428",510000.0,510000.0,110.0,95.0,5368.421052631579,
apartment,Villa Devoto,Capital Federal,"-34.5914325,-58.5126903",179000.0,179000.0,100.0,90.0,1988.888888888889,
apartment,Barrio Norte,Capital Federal,"-34.5847093,-58.4134942",315000.0,315000.0,140.0,140.0,2250.0,
apartment,Villa Devoto,Capital Federal,"-34.591471,-58.5117765",95000.0,95000.0,39.0,32.0,2968.75,
house,Villa Devoto,Capital Federal,"-34.5873108,-58.511576",425000.0,425000.0,205.0,205.0,2073.170731707317,
apartment,Belgrano,Capital Federal,"-34.5620844,-58.4566864",204000.0,204000.0,65.0,53.0,3849.0566037735853,
PH,Palermo,Capital Federal,"-34.5994478,-58.4221956",130000.0,130000.0,51.0,48.0,2708.333333333333,
apartment,Floresta,Capital Federal,"-34.637819,-58.4804221",125000.0,125000.0,77.0,64.0,1953125,
apartment,Floresta,Capital Federal,"-34.6378863,-58.4744076",98000.0,98000.0,49.0,52.0,1884.6153846153845,
apartment,Villa General Mitre,Capital Federal,"-34.6108538,-58.4715637",70000.0,70000.0,29.0,29.0,2413.7931034482763,
apartment,Floresta,Capital Federal,"-34.64196,-58.488925",90000.0,90000.0,70.0,58.0,1551.7241379310346,
apartment,Villa Devoto,Capital Federal,"-34.5992293,-58.5048436",135000.0,135000.0,49.0,45.0,3000.0,
apartment,Villa Pueyrred�n,Capital Federal,"-34.5882613,-58.5086475",85000.0,85000.0,33.0,29.0,2931.0344827586205,
house,Villa Devoto,Capital Federal,"-34.5975539,-58.5203297",400000.0,400000.0,450.0,260.0,1538.4615384615383,
house,Villa del Parque,Capital Federal,"-34.598246,-58.4900497",450000.0,450000.0,250.0,235.0,1914.893617021277,
apartment,Almagro,Capital Federal,"-34.6110583,-58.4201892",244000.0,244000.0,104.0,104.0,2346.153846153846,
apartment,Belgrano,Capital Federal,"-34.5605442,-58.4580348",228000.0,228000.0,110.0,102.0,2235.294117647059,
apartment,Saavedra,Capital Federal,"-34.5520028,-58.483503",188000.0,188000.0,55.0,55.0,3418.181818181818,
PH,Belgrano,Capital Federal,"-34.5499711,-58.4505757",150000.0,150000.0,50.0,50.0,3000.0,
apartment,Recoleta,Capital Federal,"-34.5920962,-58.3853173",500000.0,500000.0,186.0,132.0,3787.878787878788,
apartment,Palermo Soho,Capital Federal,,580000.0,580000.0,87.0,87.0,6666.666666666668,
apartment,Nu�ez,Capital Federal,"-34.5485316,-58.4567197",570000.0,570000.0,100.0,100.0,5700.0,
apartment,Congreso,Capital Federal,,115000.0,115000.0,80.0,80.0,1437.5,
apartment,Palermo,Capital Federal,"-34.5994478,-58.4221956",130000.0,130000.0,51.0,48.0,2708.333333333333,
PH,Liniers,Capital Federal,"-34.6458388,-58.5129744",120000.0,120000.0,80.0,65.0,1846.1538461538464,
apartment,Floresta,Capital Federal,"-34.635741,-58.479336",88000.0,88000.0,50.0,50.0,1760.0,
apartment,Villa Urquiza,Capital Federal,"-34.570884,-58.4886936",240000.0,240000.0,85.0,64.0,3750.0,
apartment,Congreso,Capital Federal,"-34.6098208,-58.3926061",140000.0,140000.0,70.0,63.0,2222.222222222222,
apartment,San Nicol�s,Capital Federal,"-34.6054501,-58.3893466",140000.0,140000.0,70.0,63.0,2222.222222222222,
apartment,Palermo Chico,Capital Federal,"-34.5788984,-58.4065509",1450000.0,1450000.0,283.0,262.0,5534.3511450381675,
house,Villa Devoto,Capital Federal,"-34.6025106,-58.520636",350000.0,350000.0,135.0,135.0,2592.592592592593,
house,Villa Devoto,Capital Federal,"-34.589469,-58.5150129",265000.0,265000.0,246.0,110.0,2409.090909090909,
PH,Liniers,Capital Federal,"-34.6441551,-58.5110988",185000.0,185000.0,150.0,150.0,1233.3333333333333,
apartment,Caballito,Capital Federal,"-34.6192418,-58.4343752",370000.0,370000.0,178.0,160.0,2312.5,
apartment,San Cristobal,Capital Federal,"-34.6227879,-58.3924861",73300.0,73300.0,36.0,34.0,2155.8823529411766,
apartment,Centro / Microcentro,Capital Federal,"-34.607924,-58.374815",169000.0,169000.0,57.0,57.0,2964.9122807017548,
apartment,Nu�ez,Capital Federal,"-34.5547468,-58.4640718",396659.0,396659.0,118.0,118.0,3361.5169491525426,
store,Centro / Microcentro,Capital Federal,"-34.6036844,-58.3815591",250000.0,250000.0,26.0,26.0,9615.384615384615,
apartment,Palermo,Capital Federal,"-34.5977897652,-58.4160439068",240000.0,240000.0,124.0,67.0,3582.089552238806,
apartment,Retiro,Capital Federal,"-34.5906720513,-58.3791204027",895000.0,895000.0,180.0,170.0,5264.705882352941,
apartment,Recoleta,Capital Federal,"-34.59212,-58.394348",185000.0,185000.0,52.0,52.0,3557.6923076923076,
house,Floresta,Capital Federal,"-34.6480548188,-58.4858700217",280000.0,280000.0,220.0,200.0,1400.0,
apartment,Palermo Chico,Capital Federal,"-34.5739698,-58.4229143",680000.0,680000.0,210.0,200.0,3400.0,
apartment,Palermo Chico,Capital Federal,"-34.5739698,-58.4229143",680000.0,680000.0,210.0,200.0,3400.0,
apartment,Palermo,Capital Federal,"-34.5711496,-58.4232966",680000.0,680000.0,210.0,200.0,3400.0,
apartment,Palermo,Capital Federal,"-34.5711496,-58.4232966",680000.0,680000.0,210.0,200.0,3400.0,
apartment,San Telmo,Capital Federal,"-34.6160898,-58.3729927",130000.0,130000.0,73.0,73.0,1780.8219178082193,
PH,Barracas,Capital Federal,"-34.6456328,-58.373214",350000.0,350000.0,593.0,261.0,1340.9961685823755,
apartment,Villa Urquiza,Capital Federal,"-34.5714705739,-58.4812361228",215000.0,215000.0,80.0,80.0,2687.5,
apartment,Barrio Norte,Capital Federal,"-34.5971576841,-58.390889545",65000.0,65000.0,31.0,31.0,2096.7741935483873,
house,Villa General Mitre,Capital Federal,"-34.6108538,-58.4715637",315000.0,315000.0,271.0,211.0,1492.8909952606634,
PH,Villa Devoto,Capital Federal,"-34.6102475,-58.524242",195000.0,195000.0,110.0,67.0,2910.4477611940297,
store,Palermo,Capital Federal,"-34.5711496,-58.4232966",700000.0,700000.0,425.0,425.0,1647.0588235294117,
apartment,Palermo Chico,Capital Federal,"-34.5711496,-58.4232966",1045000.0,1045000.0,243.0,227.0,4603.52422907489,
apartment,San Nicol�s,Capital Federal,"-34.6045547,-58.3802473",110000.0,110000.0,56.0,40.0,2750.0,
apartment,Caballito,Capital Federal,"-34.6209278,-58.4458736",178000.0,178000.0,99.0,85.0,2094.1176470588234,
apartment,Recoleta,Capital Federal,"-34.5895459,-58.3973636",360000.0,360000.0,118.0,118.0,3050.847457627119,
apartment,Almagro,Capital Federal,"-34.612913,-58.4164825",139000.0,139000.0,72.0,54.0,2574.074074074074,
apartment,San Nicol�s,Capital Federal,"-34.6008675,-58.3925888",219000.0,219000.0,145.0,75.0,2920.0,
apartment,Caballito,Capital Federal,"-34.6247624,-58.449586",160000.0,160000.0,65.0,62.0,2580.6451612903224,
apartment,Las Ca�itas,Capital Federal,"-34.5708701,-58.4331449",455000.0,455000.0,80.0,76.0,5986.842105263158,
apartment,Palermo Soho,Capital Federal,,115000.0,115000.0,46.0,44.0,2613.6363636363635,
apartment,Palermo Soho,Capital Federal,,93000.0,93000.0,37.0,35.0,2657.142857142857,
apartment,Belgrano,Capital Federal,"-34.5812079,-58.4428209",240000.0,13460.08,62.0,58.0,4137.931034482759,
apartment,Puerto Madero,Capital Federal,"-34.6177194,-58.3620561",830000.0,830000.0,125.0,125.0,6640.0,
apartment,Flores,Capital Federal,"-34.6192078,-58.4770429",85000.0,85000.0,47.0,47.0,1808.5106382978727,
apartment,Palermo Hollywood,Capital Federal,,180000.0,180000.0,45.0,45.0,4000.0,
apartment,Palermo Hollywood,Capital Federal,,128000.0,128000.0,40.0,40.0,3200.0,
apartment,Belgrano,Capital Federal,"-34.5538096,-58.4537225",200000.0,200000.0,86.0,47.0,4255.31914893617,
apartment,Palermo Hollywood,Capital Federal,,315000.0,315000.0,56.0,51.0,6176.4705882352955,
apartment,Palermo Soho,Capital Federal,,398000.0,398000.0,88.0,82.0,4853.658536585366,
apartment,Palermo Hollywood,Capital Federal,,120000.0,120000.0,39.0,39.0,3076.9230769230767,
