WKT
"POLYGON ((-58.4306058283309 -34.6070470885963,-58.4305599020217 -34.6077536518876,-58.4305494460249 -34.6079188671904,-58.430512846566 -34.6085137378833,-58.4304739241313 -34.6087252851569,-58.4304139280028 -34.6094654376025,-58.4303706394215 -34.6101719309269,-58.4303302315506 -34.6109154678478,-58.4303186505133 -34.6111286421292,-58.4302546049882 -34.6117598449431,-58.4302328303355 -34.6118973792485,-58.4301272441571 -34.6133281779149,-58.4300858329793 -34.6140153046343,-58.4300285387507 -34.6154492138688,-58.4292524794516 -34.6151056808615,-58.4292190265351 -34.6152573679322,-58.4287930040401 -34.6171870371001,-58.4285882637826 -34.6181141961592,-58.4285873307402 -34.6181187148184,-58.4285509638616 -34.6182948253391,-58.4283175112016 -34.6194252928435,-58.4282839653739 -34.6195876832223,-58.4282775041904 -34.6196205965817,-58.4280687504862 -34.6206839283811,-58.4279416336639 -34.6213313793462,-58.4278429433195 -34.6218338335437,-58.4277953059251 -34.6220745322699,-58.4274914641565 -34.6236075971621,-58.4274620100176 -34.6237563964794,-58.4272374019672 -34.6248525654871,-58.4271761134203 -34.6251348820359,-58.4270405695629 -34.6257316934905,-58.4270118431471 -34.6258632654563,-58.426971596948 -34.626047599777,-58.4268193197769 -34.6267201124467,-58.4267558142259 -34.6269984842493,-58.4270800496556 -34.627045904908,-58.4275100741048 -34.6271073248692,-58.428160099665 -34.6272001641651,-58.4283671130969 -34.6272297303103,-58.4296338215234 -34.627412903802,-58.4309337595038 -34.6276008612372,-58.4323337203357 -34.6278032662996,-58.4325450821081 -34.6278338126087,-58.4338182822498 -34.6280201136966,-58.4347631543296 -34.6281583665836,-58.4356474581901 -34.6282877249675,-58.4371695224437 -34.6285103839034,-58.4385927697711 -34.6287185678087,-58.4395276056056 -34.628855303433,-58.4417593634747 -34.6291817032881,-58.4429251742539 -34.6293521156251,-58.4444775206577 -34.6295830689184,-58.4460608887631 -34.6298184435645,-58.4464236542022 -34.6298723678905,-58.4475134873018 -34.6300365279034,-58.4482222390791 -34.6301433083558,-58.4484405513797 -34.6301761797896,-58.4490540167264 -34.630268549158,-58.4493589381783 -34.6303133726667,-58.4504979422975 -34.6304806808291,-58.4515763751329 -34.6306390990819,-58.4519952454565 -34.6297454449785,-58.4521028802275 -34.629519601633,-58.4525687796211 -34.6285418614587,-58.4526691672806 -34.6283312287465,-58.4526711165222 -34.6283272860134,-58.4526716259215 -34.6283262521049,-58.4528705358549 -34.6279246826956,-58.4534370513215 -34.6267810966534,-58.4539380234895 -34.6257644085877,-58.4540181068973 -34.6256498224597,-58.4540312405246 -34.6256310301889,-58.4545748928583 -34.6244799016704,-58.4547746325372 -34.6240469462431,-58.4550485767184 -34.6234531368557,-58.4555577810083 -34.6223386926784,-58.4560760031224 -34.6212043861374,-58.456623010347 -34.6200071193427,-58.4572246136626 -34.6186903411771,-58.4572947329529 -34.6185368876207,-58.4577657088702 -34.6175060970158,-58.4581985906543 -34.6165606577218,-58.458499157278 -34.6159005038147,-58.459033060621 -34.6147344929947,-58.4594483620377 -34.6138856719602,-58.4595438568808 -34.6137419370003,-58.4600362426917 -34.6127562085241,-58.4604853424272 -34.6118569595956,-58.460552638707 -34.6117210405818,-58.461074813928 -34.6106660801095,-58.4616405882431 -34.6095229457997,-58.462192889761 -34.6084069924748,-58.4627046323134 -34.6073730117801,-58.4625100054773 -34.6072420213014,-58.4621504801479 -34.6069978556411,-58.4616233794326 -34.606639919254,-58.461540459772 -34.6065836108185,-58.4605130118577 -34.6058858949687,-58.4596535397432 -34.6053040235468,-58.4595130070452 -34.6052090160579,-58.4587824070201 -34.6047148944397,-58.4584739254559 -34.604491844775,-58.4580800805224 -34.6045928208871,-58.45656329131 -34.6049862894851,-58.455803357362 -34.6051834393928,-58.4555245781709 -34.6052557496338,-58.454982349409 -34.6053967787283,-58.4540018021279 -34.6056517929635,-58.4530692041112 -34.6058943370582,-58.4529588148562 -34.6059231320756,-58.4524282466382 -34.6060604881746,-58.4520150520166 -34.6061672880027,-58.4515075640087 -34.606298444697,-58.4510499036093 -34.6064148843981,-58.4510137652973 -34.6064240828627,-58.4509883574839 -34.6064305500761,-58.4507387492765 -34.6064940829351,-58.4506559556779 -34.6065151315752,-58.4502369641098 -34.606621784176,-58.4492899508857 -34.6068576785813,-58.4490615867772 -34.6069146271066,-58.4470400254597 -34.6074182057012,-58.4462474253216 -34.6076156442747,-58.4456777355072 -34.6073574580687,-58.4451314561059 -34.6071751198909,-58.4441672392367 -34.6069229259566,-58.4429800527898 -34.6066123760783,-58.4428240218715 -34.6065715037178,-58.4415997164355 -34.606239103216,-58.4414652340414 -34.6062035152908,-58.4403350497274 -34.605893653577,-58.4401415480756 -34.6058405879173,-58.439285357989 -34.6056058398189,-58.4392016360998 -34.6055828639918,-58.4385110441802 -34.605232040982,-58.4379749764426 -34.6049597123982,-58.4371890965911 -34.6045604406513,-58.4371745575828 -34.6045530538966,-58.4370573539651 -34.6044934719289,-58.4370532902874 -34.6044914058704,-58.4370522732679 -34.6044909215821,-58.4370245564896 -34.6044777339618,-58.4368521539 -34.6043957041701,-58.4366161625997 -34.6042834180673,-58.4353380037341 -34.6036751558046,-58.4351483602091 -34.6035749700857,-58.4349717427515 -34.6034816154581,-58.4339139202579 -34.6029596624376,-58.4338657223514 -34.6029358466642,-58.4333340897606 -34.6026734568799,-58.4323301489925 -34.6039281885424,-58.4315294901374 -34.604943799439,-58.4306691121634 -34.6059413604021,-58.4306058283309 -34.6070470885963))"
